"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d03072023hr1910","fullscreen","0","7239","0.0-0.0","0","0","21384","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","39416","0.0-1.0-0.0-0.0","0","0","21384","[{""page_index"":0,""viewing_time"":4767},{""page_index"":1,""viewing_time"":16230},{""page_index"":2,""viewing_time"":8275},{""page_index"":3,""viewing_time"":2896}]","32169","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","68540","0.0-1.0-0.0-1.0","0","0","21384","","29113","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Only when the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","1","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","3","70886","0.0-1.0-0.0-2.0-0.0","0","1","21384","","2337","","","32","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","4","104619","0.0-1.0-0.1-0.1","0","0","21384","[{""page_index"":0,""viewing_time"":6612},{""page_index"":1,""viewing_time"":20595},{""page_index"":2,""viewing_time"":4866},{""page_index"":3,""viewing_time"":1653}]","33727","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","5","130072","0.0-1.0-0.1-1.1","0","0","21384","","25442","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","6","140165","0.0-1.0-1.0","0","0","21384","","10085","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","7","140423","0.0-1.0-2.0","0","0","21384","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","8","141430","0.0-1.0-3.0","0","0","21384","","997","","","68","0","d","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","9","141691","0.0-1.0-4.0","0","0","21384","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","10","142339","0.0-1.0-5.0-0.0","0","0","21384","","640","","","68","0","","","1","0","training","adjacent","EF","5","6","P.jpg","Q.jpg","1","1","1","",""
