"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d03082023hr1648","fullscreen","0","17677","0.0-0.0","0","0","72634","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","47091","0.0-1.0-0.0-0.0","0","0","72634","[{""page_index"":0,""viewing_time"":7204},{""page_index"":1,""viewing_time"":9920},{""page_index"":2,""viewing_time"":9504},{""page_index"":3,""viewing_time"":2784}]","29412","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","77076","0.0-1.0-0.0-1.0","0","0","72634","","29980","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","3","79037","0.0-1.0-1.0","0","0","72634","","1958","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","4","79290","0.0-1.0-2.0","0","0","72634","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","5","79443","0.0-1.0-3.0","0","0","72634","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","6","79696","0.0-1.0-4.0","0","0","72634","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","7","81449","0.0-1.0-5.0-0.0","0","0","72634","","null","","","null","0","","","1","0","training","adjacent","GF","7","6","N.jpg","P.jpg","NaN","0","0","",""
"","too_slow_prompt","","html-keyboard-response","8","82452","0.0-1.0-7.0-0.0","1","0","72634","","null","","","null","","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","9","84454","0.0-1.0-8.0-0.0","0","0","72634","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","10","85457","0.0-1.0-9.0","0","0","72634","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","11","85710","0.0-1.0-11.0","0","0","72634","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","12","85863","0.0-1.0-12.0","0","0","72634","","null","","","null","1","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","13","86116","0.0-1.0-13.0","0","0","72634","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
