"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d03072023hr2229","fullscreen","0","10135","0.0-0.0","0","0","47611","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","39276","0.0-1.0-0.0-0.0","0","0","47611","[{""page_index"":0,""viewing_time"":8089},{""page_index"":1,""viewing_time"":13162},{""page_index"":2,""viewing_time"":6283},{""page_index"":3,""viewing_time"":1605}]","29139","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","56808","0.0-1.0-0.0-1.0","0","0","47611","","17530","{""Q0"":""True"",""Q1"":""K"",""Q2"":""Only when the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","1","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","3","58386","0.0-1.0-0.0-2.0-0.0","0","1","47611","","1577","","","32","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","4","76758","0.0-1.0-0.1-0.1","0","0","47611","[{""page_index"":0,""viewing_time"":3912},{""page_index"":1,""viewing_time"":11874},{""page_index"":2,""viewing_time"":1342},{""page_index"":3,""viewing_time"":1243}]","18371","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","5","85586","0.0-1.0-0.1-1.1","0","0","47611","","8826","{""Q0"":""True"",""Q1"":""K"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","6","86937","0.0-1.0-1.0","0","0","47611","","1350","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","7","87191","0.0-1.0-2.0","0","0","47611","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","8","88196","0.0-1.0-3.0","0","0","47611","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","9","88453","0.0-1.0-4.0","0","0","47611","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","10","88843","0.0-1.0-5.0-0.0","0","0","47611","","389","","","75","0","","","1","0","training","adjacent","AB","1","2","N.jpg","Q.jpg","1","1","1","",""
