"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d03072023hr2140","fullscreen","0","2187","0.0-0.0","0","0","86365","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","30131","0.0-1.0-0.0-0.0","0","0","86365","[{""page_index"":0,""viewing_time"":1847},{""page_index"":1,""viewing_time"":14469},{""page_index"":2,""viewing_time"":9587},{""page_index"":3,""viewing_time"":2035}]","27939","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","47926","0.0-1.0-0.0-1.0","0","0","86365","","17792","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Only when the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","1","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","3","50341","0.0-1.0-0.0-2.0-0.0","0","1","86365","","2412","","","32","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","4","66098","0.0-1.0-0.1-0.1","0","0","86365","[{""page_index"":0,""viewing_time"":4854},{""page_index"":1,""viewing_time"":9381},{""page_index"":2,""viewing_time"":791},{""page_index"":3,""viewing_time"":727}]","15754","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","5","82427","0.0-1.0-0.1-1.1","0","0","86365","","16319","{""Q0"":""True"",""Q1"":""K"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","6","84020","0.0-1.0-1.0","0","0","86365","","1590","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","7","84276","0.0-1.0-2.0","0","0","86365","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","8","85281","0.0-1.0-3.0","0","0","86365","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","9","85301","0.0-1.0-4.0","0","0","86365","","15","","","75","0","","k","1","0","training","adjacent","EF","5","6","L.jpg","Q.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","10","86306","0.0-1.0-6.0-0.0","0","0","86365","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","11","87312","0.0-1.0-9.0","0","0","86365","","377","","","75","0","","","","","","","","","","","","","","","k",""
"","S1","","html-keyboard-response","12","87568","0.0-1.0-11.0","0","0","86365","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","13","88575","0.0-1.0-12.0","0","0","86365","","15","","","68","1","d","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","14","88825","0.0-1.0-13.0","0","0","86365","","247","","","75","1","","k","1","1","training","adjacent","BC","2","3","R.jpg","M.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","15","89830","0.0-1.0-15.0-0.0","0","0","86365","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","16","90834","0.0-1.0-18.0","0","0","86365","","null","","","null","1","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","17","91091","0.0-1.0-20.0","0","0","86365","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","18","92097","0.0-1.0-21.0","0","0","86365","","null","","","null","2","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","19","92348","0.0-1.0-22.0","0","0","86365","","249","","","75","2","","k","1","2","training","adjacent","ED","5","4","L.jpg","N.jpg","1","0","0","",""
"","feedback","","html-keyboard-response","20","93352","0.0-1.0-24.0-0.0","0","0","86365","","null","","","null","2","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","21","95369","0.0-1.0-26.0-0.0","0","0","86365","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","22","96372","0.0-1.0-27.0","0","0","86365","","null","","","null","2","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","23","96625","0.0-1.0-29.0","0","0","86365","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","24","97628","0.0-1.0-30.0","0","0","86365","","null","","","null","3","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","25","97881","0.0-1.0-31.0","0","0","86365","","null","","","null","3","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","26","97898","0.0-1.0-32.0-0.0","0","0","86365","","14","","","68","3","","","1","3","training","adjacent","DC","4","3","N.jpg","M.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","27","98900","0.0-1.0-33.0-0.0","0","0","86365","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","28","99912","0.0-1.0-36.0","0","0","86365","","null","","","null","3","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","29","100165","0.0-1.0-38.0","0","0","86365","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","30","101167","0.0-1.0-39.0","0","0","86365","","null","","","null","4","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","31","101421","0.0-1.0-40.0","0","0","86365","","null","","","null","4","","NaN","","","","","","","","","","","","","",""
