"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d08012022hr1348","fullscreen","0","22235","0.0-0.0","0","0","41362","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","74201","0.0-1.0-0.0-0.0","0","0","41362","[{""page_index"":0,""viewing_time"":7451},{""page_index"":1,""viewing_time"":27008},{""page_index"":2,""viewing_time"":14848},{""page_index"":3,""viewing_time"":2655}]","51963","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","112113","0.0-1.0-0.0-1.0","0","0","41362","","37909","{""Q0"":""True"",""Q1"":""D"",""Q2"":""While the images are shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","1","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","3","115404","0.0-1.0-0.0-2.0-0.0","0","1","41362","","3287","","","32","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","4","139232","0.0-1.0-0.1-0.1","0","0","41362","[{""page_index"":0,""viewing_time"":7634},{""page_index"":1,""viewing_time"":8264},{""page_index"":2,""viewing_time"":6608},{""page_index"":3,""viewing_time"":1320}]","23826","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","5","155113","0.0-1.0-0.1-1.1","0","0","41362","","15878","{""Q0"":""True"",""Q1"":""D"",""Q2"":""When you see the prompt 'MAKE A CHOICE' after the second image was presented"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","6","157320","0.0-1.0-1.0","0","0","41362","","2206","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","7","157574","0.0-1.0-2.0","0","0","41362","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","8","159577","0.0-1.0-3.0","0","0","41362","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","9","159830","0.0-1.0-4.0","0","0","41362","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","10","160382","0.0-1.0-5.0","0","0","41362","","550","","","68","0","","","1","0","training","adjacent","BC","2","3","L.jpg","R.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","11","161385","0.0-1.0-6.0-0.0","0","0","41362","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","12","162388","0.0-1.0-9.0","0","0","41362","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","13","162642","0.0-1.0-11.0","0","0","41362","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","14","164644","0.0-1.0-12.0","0","0","41362","","null","","","null","1","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","15","164897","0.0-1.0-13.0","0","0","41362","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","16","166464","0.0-1.0-14.0","0","0","41362","","1565","","","75","1","","","1","1","training","adjacent","BA","2","1","L.jpg","N.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","17","167467","0.0-1.0-15.0-0.0","0","0","41362","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","18","168471","0.0-1.0-18.0","0","0","41362","","null","","","null","1","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","19","168724","0.0-1.0-20.0","0","0","41362","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","20","170726","0.0-1.0-21.0","0","0","41362","","null","","","null","2","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","21","170987","0.0-1.0-22.0","0","0","41362","","null","","","null","2","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","22","171683","0.0-1.0-23.0","0","0","41362","","695","","","75","2","","","1","2","training","adjacent","FG","6","7","Q.jpg","O.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","23","172686","0.0-1.0-24.0-0.0","0","0","41362","","null","","","null","2","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","24","174688","0.0-1.0-26.0-0.0","0","0","41362","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","25","175692","0.0-1.0-27.0","0","0","41362","","null","","","null","2","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","26","175944","0.0-1.0-29.0","0","0","41362","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","27","177946","0.0-1.0-30.0","0","0","41362","","null","","","null","3","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","28","178200","0.0-1.0-31.0","0","0","41362","","null","","","null","3","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","29","178444","0.0-1.0-32.0","0","0","41362","","242","","","75","3","","","1","3","training","adjacent","BC","2","3","L.jpg","R.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","30","179448","0.0-1.0-33.0-0.0","0","0","41362","","null","","","null","3","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","31","181451","0.0-1.0-35.0-0.0","0","0","41362","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","32","182454","0.0-1.0-36.0","0","0","41362","","null","","","null","3","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","33","182706","0.0-1.0-38.0","0","0","41362","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","34","184708","0.0-1.0-39.0","0","0","41362","","null","","","null","4","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","35","184962","0.0-1.0-40.0","0","0","41362","","null","","","null","4","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","36","185850","0.0-1.0-41.0","0","0","41362","","887","","","75","4","","","1","4","training","adjacent","BA","2","1","L.jpg","N.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","37","186853","0.0-1.0-42.0-0.0","0","0","41362","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","38","187855","0.0-1.0-45.0","0","0","41362","","null","","","null","4","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","39","188108","0.0-1.0-47.0","0","0","41362","","null","","","null","5","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","40","190111","0.0-1.0-48.0","0","0","41362","","null","","","null","5","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","41","190363","0.0-1.0-49.0","0","0","41362","","null","","","null","5","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","42","191098","0.0-1.0-50.0","0","0","41362","","733","","","68","5","","","1","5","training","adjacent","AB","1","2","N.jpg","L.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","43","192102","0.0-1.0-51.0-0.0","0","0","41362","","null","","","null","5","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","44","193105","0.0-1.0-54.0","0","0","41362","","null","","","null","5","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","45","193359","0.0-1.0-56.0","0","0","41362","","null","","","null","6","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","46","195361","0.0-1.0-57.0","0","0","41362","","null","","","null","6","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","47","195613","0.0-1.0-58.0","0","0","41362","","null","","","null","6","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","48","196183","0.0-1.0-59.0","0","0","41362","","568","","","75","6","","","1","6","training","adjacent","FG","6","7","Q.jpg","O.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","49","197189","0.0-1.0-60.0-0.0","0","0","41362","","null","","","null","6","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","50","199191","0.0-1.0-62.0-0.0","0","0","41362","","null","","","null","6","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","51","200193","0.0-1.0-63.0","0","0","41362","","null","","","null","6","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","52","200446","0.0-1.0-65.0","0","0","41362","","null","","","null","7","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","53","202448","0.0-1.0-66.0","0","0","41362","","null","","","null","7","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","54","202701","0.0-1.0-67.0","0","0","41362","","null","","","null","7","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","55","203253","0.0-1.0-68.0","0","0","41362","","551","","","68","7","","","1","7","training","adjacent","CB","3","2","R.jpg","L.jpg","1","0","0","",""
"","feedback","","html-keyboard-response","56","204255","0.0-1.0-69.0-0.0","0","0","41362","","null","","","null","7","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","57","206257","0.0-1.0-71.0-0.0","0","0","41362","","null","","","null","7","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","58","207259","0.0-1.0-72.0","0","0","41362","","null","","","null","7","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","59","207511","0.0-1.0-74.0","0","0","41362","","null","","","null","8","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","60","209514","0.0-1.0-75.0","0","0","41362","","null","","","null","8","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","61","209767","0.0-1.0-76.0","0","0","41362","","null","","","null","8","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","62","210286","0.0-1.0-77.0","0","0","41362","","517","","","75","8","","","1","8","training","adjacent","AB","1","2","N.jpg","L.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","63","211288","0.0-1.0-78.0-0.0","0","0","41362","","null","","","null","8","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","64","213290","0.0-1.0-80.0-0.0","0","0","41362","","null","","","null","8","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","65","214293","0.0-1.0-81.0","0","0","41362","","null","","","null","8","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","66","214546","0.0-1.0-83.0","0","0","41362","","null","","","null","9","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","67","216548","0.0-1.0-84.0","0","0","41362","","null","","","null","9","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","68","216801","0.0-1.0-85.0","0","0","41362","","null","","","null","9","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","69","217133","0.0-1.0-86.0","0","0","41362","","330","","","75","9","","","1","9","training","adjacent","GF","7","6","O.jpg","Q.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","70","218135","0.0-1.0-87.0-0.0","0","0","41362","","null","","","null","9","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","71","219138","0.0-1.0-90.0","0","0","41362","","null","","","null","9","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","72","219391","0.0-1.0-92.0","0","0","41362","","null","","","null","10","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","73","221393","0.0-1.0-93.0","0","0","41362","","null","","","null","10","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","74","221647","0.0-1.0-94.0","0","0","41362","","null","","","null","10","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","75","222187","0.0-1.0-95.0","0","0","41362","","539","","","75","10","","","1","10","training","adjacent","DC","4","3","M.jpg","R.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","76","223190","0.0-1.0-96.0-0.0","0","0","41362","","null","","","null","10","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","77","224193","0.0-1.0-99.0","0","0","41362","","null","","","null","10","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","78","224447","0.0-1.0-101.0","0","0","41362","","null","","","null","11","","","","","","","","","","","","","","","",""
