"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d08012022hr1346","fullscreen","0","145785","0.0-0.0","0","0","64641","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","215031","0.0-1.0-0.0-0.0","0","0","64641","[{""page_index"":0,""viewing_time"":5985},{""page_index"":1,""viewing_time"":26898},{""page_index"":2,""viewing_time"":33843},{""page_index"":3,""viewing_time"":2516}]","69243","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","240856","0.0-1.0-0.0-1.0","0","0","64641","","25821","{""Q0"":""True"",""Q1"":""K"",""Q2"":""When you see the prompt 'MAKE A CHOICE' after the second image was presented"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","3","244713","0.0-1.0-1.0","0","0","64641","","3853","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","4","244970","0.0-1.0-2.0","0","0","64641","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","5","246973","0.0-1.0-3.0","0","0","64641","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","6","247229","0.0-1.0-4.0","0","0","64641","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","7","248260","0.0-1.0-5.0","0","0","64641","","1027","","","75","0","","","1","0","training","adjacent","FE","6","5","P.jpg","N.jpg","1","0","0","",""
"","feedback","","html-keyboard-response","8","249267","0.0-1.0-6.0-0.0","0","0","64641","","null","","","null","0","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","9","251273","0.0-1.0-8.0-0.0","0","0","64641","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","10","252278","0.0-1.0-9.0","0","0","64641","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","11","252533","0.0-1.0-11.0","0","0","64641","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","12","254537","0.0-1.0-12.0","0","0","64641","","null","","","null","1","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","13","254794","0.0-1.0-13.0","0","0","64641","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","14","255265","0.0-1.0-14.0","0","0","64641","","468","","","68","1","","","1","1","training","adjacent","BA","2","1","R.jpg","O.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","15","256271","0.0-1.0-15.0-0.0","0","0","64641","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","16","257275","0.0-1.0-18.0","0","0","64641","","null","","","null","1","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","17","257529","0.0-1.0-20.0","0","0","64641","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","18","259534","0.0-1.0-21.0","0","0","64641","","null","","","null","2","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","19","259788","0.0-1.0-22.0","0","0","64641","","null","","","null","2","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","20","260269","0.0-1.0-23.0","0","0","64641","","477","","","68","2","","","1","2","training","adjacent","DC","4","3","Q.jpg","M.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","21","261275","0.0-1.0-24.0-0.0","0","0","64641","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","22","262279","0.0-1.0-27.0","0","0","64641","","null","","","null","2","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","23","262533","0.0-1.0-29.0","0","0","64641","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","24","264536","0.0-1.0-30.0","0","0","64641","","null","","","null","3","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","25","264791","0.0-1.0-31.0","0","0","64641","","null","","","null","3","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","26","265770","0.0-1.0-32.0","0","0","64641","","976","","","75","3","","","1","3","training","adjacent","DE","4","5","Q.jpg","N.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","27","266774","0.0-1.0-33.0-0.0","0","0","64641","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","28","267778","0.0-1.0-36.0","0","0","64641","","null","","","null","3","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","29","268037","0.0-1.0-38.0","0","0","64641","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","30","270041","0.0-1.0-39.0","0","0","64641","","null","","","null","4","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","31","270295","0.0-1.0-40.0","0","0","64641","","null","","","null","4","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","32","270489","0.0-1.0-41.0","0","0","64641","","191","","","75","4","","","1","4","training","adjacent","BC","2","3","R.jpg","M.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","33","271494","0.0-1.0-42.0-0.0","0","0","64641","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","34","272497","0.0-1.0-45.0","0","0","64641","","null","","","null","4","","","","","","","","","","","","","","","NaN",""
