"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d03072023hr2233","fullscreen","0","7423","0.0-0.0","0","0","32185","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","17363","0.0-1.0-0.0-0.0","0","0","32185","[{""page_index"":0,""viewing_time"":3153},{""page_index"":1,""viewing_time"":3419},{""page_index"":2,""viewing_time"":2678},{""page_index"":3,""viewing_time"":685}]","9936","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","32893","0.0-1.0-0.0-1.0","0","0","32185","","15517","{""Q0"":""True"",""Q1"":""K"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","3","34109","0.0-1.0-1.0","0","0","32185","","1213","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","4","34363","0.0-1.0-2.0","0","0","32185","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","5","35367","0.0-1.0-3.0","0","0","32185","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","6","35622","0.0-1.0-4.0","0","0","32185","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","7","37377","0.0-1.0-5.0-0.0","0","0","32185","","null","","","null","0","","","1","0","training","adjacent","BC","2","3","O.jpg","M.jpg","NaN","1","0","",""
"","too_slow_prompt","","html-keyboard-response","8","38382","0.0-1.0-7.0-0.0","1","0","32185","","null","","","null","","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","9","40387","0.0-1.0-8.0-0.0","0","0","32185","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","10","41390","0.0-1.0-9.0","0","0","32185","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","11","41645","0.0-1.0-11.0","0","0","32185","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","12","42649","0.0-1.0-12.0","0","0","32185","","null","","","null","1","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","13","42902","0.0-1.0-13.0","0","0","32185","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","14","43448","0.0-1.0-14.0-0.0","0","0","32185","","543","","","68","1","","","1","1","training","adjacent","FG","6","7","N.jpg","L.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","15","44451","0.0-1.0-15.0-0.0","0","0","32185","","null","","","null","1","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","16","46454","0.0-1.0-17.0-0.0","0","0","32185","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","17","47457","0.0-1.0-18.0","0","0","32185","","null","","","null","1","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","18","47711","0.0-1.0-20.0","0","0","32185","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","19","48716","0.0-1.0-21.0","0","0","32185","","null","","","null","2","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","20","48971","0.0-1.0-22.0","0","0","32185","","null","","","null","2","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","21","50289","0.0-1.0-23.0-0.0","0","0","32185","","1315","","","68","2","","","1","2","training","adjacent","DC","4","3","P.jpg","M.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","22","51292","0.0-1.0-24.0-0.0","0","0","32185","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","23","52294","0.0-1.0-27.0","0","0","32185","","null","","","null","2","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","24","52548","0.0-1.0-29.0","0","0","32185","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","25","53552","0.0-1.0-30.0","0","0","32185","","null","","","null","3","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","26","53805","0.0-1.0-31.0","0","0","32185","","null","","","null","3","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","27","55116","0.0-1.0-32.0-0.0","0","0","32185","","1308","","","75","3","","","1","3","training","adjacent","ED","5","4","R.jpg","P.jpg","1","0","0","",""
"","feedback","","html-keyboard-response","28","56119","0.0-1.0-33.0-0.0","0","0","32185","","null","","","null","3","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","29","58122","0.0-1.0-35.0-0.0","0","0","32185","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","30","59125","0.0-1.0-36.0","0","0","32185","","null","","","null","3","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","31","59379","0.0-1.0-38.0","0","0","32185","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","32","60381","0.0-1.0-39.0","0","0","32185","","null","","","null","4","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","33","60635","0.0-1.0-40.0","0","0","32185","","null","","","null","4","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","34","61705","0.0-1.0-41.0-0.0","0","0","32185","","1068","","","68","4","","","1","4","training","adjacent","CD","3","4","M.jpg","P.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","35","62708","0.0-1.0-42.0-0.0","0","0","32185","","null","","","null","4","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","36","64712","0.0-1.0-44.0-0.0","0","0","32185","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","37","65715","0.0-1.0-45.0","0","0","32185","","null","","","null","4","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","38","65970","0.0-1.0-47.0","0","0","32185","","null","","","null","5","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","39","66973","0.0-1.0-48.0","0","0","32185","","null","","","null","5","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","40","67228","0.0-1.0-49.0","0","0","32185","","null","","","null","5","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","41","68448","0.0-1.0-50.0-0.0","0","0","32185","","1217","","","68","5","","","1","5","training","adjacent","BA","2","1","O.jpg","Q.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","42","69452","0.0-1.0-51.0-0.0","0","0","32185","","null","","","null","5","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","43","70456","0.0-1.0-54.0","0","0","32185","","null","","","null","5","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","44","70710","0.0-1.0-56.0","0","0","32185","","null","","","null","6","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","45","71714","0.0-1.0-57.0","0","0","32185","","null","","","null","6","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","46","71969","0.0-1.0-58.0","0","0","32185","","null","","","null","6","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","47","72849","0.0-1.0-59.0-0.0","0","0","32185","","876","","","75","6","","","1","6","training","adjacent","CB","3","2","M.jpg","O.jpg","1","0","0","",""
