"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d04132023hr1816","fullscreen","0","15366","0.0-0.0","0","0","82946","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","30359","0.0-1.0-0.0-0.0","0","0","82946","[{""page_index"":0,""viewing_time"":2725},{""page_index"":1,""viewing_time"":5967},{""page_index"":2,""viewing_time"":3934},{""page_index"":3,""viewing_time"":2366}]","14992","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","46694","0.0-1.0-0.0-1.0","0","0","82946","","16331","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","3","48254","0.0-1.0-1.0","0","0","82946","","1558","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","4","48511","0.0-1.0-2.0","0","0","82946","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","5","49520","0.0-1.0-3.0","0","0","82946","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","6","49783","0.0-1.0-4.0","0","0","82946","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","7","50292","0.0-1.0-5.0-0.0","0","0","82946","","508","","","75","0","","","1","0","training","adjacent","EF","5","6","N.jpg","P.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","8","51302","0.0-1.0-6.0-0.0","0","0","82946","","null","","","null","0","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","9","53310","0.0-1.0-8.0-0.0","0","0","82946","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","10","54320","0.0-1.0-9.0","0","0","82946","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","11","54582","0.0-1.0-11.0","0","0","82946","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","12","55591","0.0-1.0-12.0","0","0","82946","","null","","","null","1","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","13","55846","0.0-1.0-13.0","0","0","82946","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","14","57129","0.0-1.0-14.0-0.0","0","0","82946","","1280","","","75","1","","","1","1","training","adjacent","AB","1","2","Q.jpg","L.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","15","58135","0.0-1.0-15.0-0.0","0","0","82946","","null","","","null","1","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","16","60143","0.0-1.0-17.0-0.0","0","0","82946","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","17","61152","0.0-1.0-18.0","0","0","82946","","null","","","null","1","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","18","61415","0.0-1.0-20.0","0","0","82946","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","19","62423","0.0-1.0-21.0","0","0","82946","","null","","","null","2","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","20","62679","0.0-1.0-22.0","0","0","82946","","null","","","null","2","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","21","63038","0.0-1.0-23.0-0.0","0","0","82946","","358","","","68","2","","","1","2","training","adjacent","CB","3","2","O.jpg","L.jpg","1","0","0","",""
"","feedback","","html-keyboard-response","22","64046","0.0-1.0-24.0-0.0","0","0","82946","","null","","","null","2","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","23","66055","0.0-1.0-26.0-0.0","0","0","82946","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","24","67063","0.0-1.0-27.0","0","0","82946","","null","","","null","2","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","25","67328","0.0-1.0-29.0","0","0","82946","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","26","68336","0.0-1.0-30.0","0","0","82946","","null","","","null","3","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","27","68598","0.0-1.0-31.0","0","0","82946","","null","","","null","3","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","28","68879","0.0-1.0-32.0-0.0","0","0","82946","","278","","","75","3","","","1","3","training","adjacent","FG","6","7","P.jpg","R.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","29","69886","0.0-1.0-33.0-0.0","0","0","82946","","null","","","null","3","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","30","71895","0.0-1.0-35.0-0.0","0","0","82946","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","31","72902","0.0-1.0-36.0","0","0","82946","","null","","","null","3","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","32","73160","0.0-1.0-38.0","0","0","82946","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","33","74167","0.0-1.0-39.0","0","0","82946","","null","","","null","4","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","34","74423","0.0-1.0-40.0","0","0","82946","","null","","","null","4","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","35","75485","0.0-1.0-41.0-0.0","0","0","82946","","1061","","","68","4","","","1","4","training","adjacent","DE","4","5","M.jpg","N.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","36","76496","0.0-1.0-42.0-0.0","0","0","82946","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","37","77503","0.0-1.0-45.0","0","0","82946","","null","","","null","4","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","38","77759","0.0-1.0-47.0","0","0","82946","","null","","","null","5","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","39","78768","0.0-1.0-48.0","0","0","82946","","null","","","null","5","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","40","79031","0.0-1.0-49.0","0","0","82946","","null","","","null","5","","NaN","","","","","","","","","","","","","",""
