"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d08042022hr1750","fullscreen","0","13014","0.0-0.0","0","0","47885","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","57883","0.0-1.0-0.0-0.0","0","0","47885","[{""page_index"":0,""viewing_time"":4410},{""page_index"":1,""viewing_time"":30316},{""page_index"":2,""viewing_time"":6338},{""page_index"":3,""viewing_time"":3765}]","44853","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","105435","0.0-1.0-0.0-1.0","0","0","47885","","47518","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Only when the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","1","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","3","110813","0.0-1.0-0.0-2.0-0.0","0","1","47885","","5336","","","32","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","4","125888","0.0-1.0-0.1-0.1","0","0","47885","[{""page_index"":0,""viewing_time"":2494},{""page_index"":1,""viewing_time"":2347},{""page_index"":2,""viewing_time"":7067},{""page_index"":3,""viewing_time"":3161}]","15069","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","5","158633","0.0-1.0-0.1-1.1","0","0","47885","","32728","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","1","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","6","161176","0.0-1.0-0.1-2.1-0.1","0","1","47885","","2522","","","32","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","7","171768","0.0-1.0-0.2-0.2","0","0","47885","[{""page_index"":0,""viewing_time"":1704},{""page_index"":1,""viewing_time"":6931},{""page_index"":2,""viewing_time"":1062},{""page_index"":3,""viewing_time"":889}]","10586","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","8","180979","0.0-1.0-0.2-1.2","0","0","47885","","9196","{""Q0"":""True"",""Q1"":""K"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","9","187021","0.0-1.0-1.0","0","0","47885","","6034","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","10","187280","0.0-1.0-2.0","0","0","47885","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","11","189287","0.0-1.0-3.0","0","0","47885","","1040","","","75","0","k","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","12","189550","0.0-1.0-4.0","0","0","47885","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","13","190151","0.0-1.0-5.0-0.0","0","0","47885","","593","","","68","0","","","1","0","training","adjacent","DC","4","3","L.jpg","O.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","14","191172","0.0-1.0-6.0-0.0","0","0","47885","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","15","192184","0.0-1.0-9.0","0","0","47885","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","16","192491","0.0-1.0-11.0","0","0","47885","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","17","194549","0.0-1.0-12.0","0","0","47885","","269","","","68","1","d","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","18","194813","0.0-1.0-13.0","0","0","47885","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","19","195367","0.0-1.0-14.0-0.0","0","0","47885","","548","","","68","1","","","1","1","training","adjacent","DE","4","5","L.jpg","N.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","20","196374","0.0-1.0-15.0-0.0","0","0","47885","","null","","","null","1","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","21","198381","0.0-1.0-17.0-0.0","0","0","47885","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","22","199396","0.0-1.0-18.0","0","0","47885","","null","","","null","1","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","23","199667","0.0-1.0-20.0","0","0","47885","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","24","201673","0.0-1.0-21.0","0","0","47885","","263","","","68","2","d","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","25","201929","0.0-1.0-22.0","0","0","47885","","null","","","null","2","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","26","202149","0.0-1.0-23.0-0.0","0","0","47885","","203","","","68","2","","","1","2","training","adjacent","AB","1","2","R.jpg","Q.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","27","203154","0.0-1.0-24.0-0.0","0","0","47885","","null","","","null","2","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","28","205158","0.0-1.0-26.0-0.0","0","0","47885","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","29","206164","0.0-1.0-27.0","0","0","47885","","150","","","68","2","","","","","","","","","","","","","","","d",""
"","S1","","html-keyboard-response","30","206427","0.0-1.0-29.0","0","0","47885","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","31","208445","0.0-1.0-30.0","0","0","47885","","75","","","68","3","d","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","32","208588","0.0-1.0-31.0","0","0","47885","","137","","","68","3","","d","1","3","training","adjacent","FG","6","7","M.jpg","P.jpg","0","1","0","",""
