"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d03032023hr1945","fullscreen","0","9558","0.0-0.0","0","0","43973","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","98239","0.0-1.0-0.0-0.0","0","0","43973","[{""page_index"":0,""viewing_time"":4434},{""page_index"":1,""viewing_time"":64630},{""page_index"":2,""viewing_time"":16781},{""page_index"":3,""viewing_time"":2832}]","88678","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","162216","0.0-1.0-0.0-1.0","0","0","43973","","63975","{""Q0"":""True"",""Q1"":""K"",""Q2"":""Only when the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","1","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","3","165156","0.0-1.0-0.0-2.0-0.0","0","1","43973","","2937","","","32","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","4","172062","0.0-1.0-0.1-0.1","0","0","43973","[{""page_index"":0,""viewing_time"":2440},{""page_index"":1,""viewing_time"":1425},{""page_index"":2,""viewing_time"":1777},{""page_index"":3,""viewing_time"":1262}]","6904","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","5","194440","0.0-1.0-0.1-1.1","0","0","43973","","22375","{""Q0"":""True"",""Q1"":""K"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","6","202693","0.0-1.0-1.0","0","0","43973","","8250","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","7","202951","0.0-1.0-2.0","0","0","43973","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","8","203455","0.0-1.0-3.0","0","0","43973","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","9","203711","0.0-1.0-4.0","0","0","43973","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","10","205283","0.0-1.0-5.0-0.0","0","0","43973","","1570","","","75","0","","","1","0","training","adjacent","BC","2","3","P.jpg","O.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","11","206286","0.0-1.0-6.0-0.0","0","0","43973","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","12","207295","0.0-1.0-9.0","0","0","43973","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","13","207551","0.0-1.0-11.0","0","0","43973","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","14","208055","0.0-1.0-12.0","0","0","43973","","null","","","null","1","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","15","208310","0.0-1.0-13.0","0","0","43973","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","16","208885","0.0-1.0-14.0-0.0","0","0","43973","","574","","","75","1","","","1","1","training","adjacent","EF","5","6","N.jpg","L.jpg","1","1","1","",""
"","feedback","","html-keyboard-response","17","209909","0.0-1.0-15.0-0.0","0","0","43973","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","18","210910","0.0-1.0-18.0","0","0","43973","","null","","","null","1","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","19","211166","0.0-1.0-20.0","0","0","43973","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","20","211670","0.0-1.0-21.0","0","0","43973","","472","","","68","2","d","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","21","211928","0.0-1.0-22.0","0","0","43973","","null","","","null","2","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","22","213247","0.0-1.0-23.0-0.0","0","0","43973","","1317","","","68","2","","","1","2","training","adjacent","EF","5","6","N.jpg","L.jpg","0","1","0","",""
"","feedback","","html-keyboard-response","23","214255","0.0-1.0-24.0-0.0","0","0","43973","","null","","","null","2","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","24","216263","0.0-1.0-26.0-0.0","0","0","43973","","null","","","null","2","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","25","217271","0.0-1.0-27.0","0","0","43973","","null","","","null","2","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","26","217526","0.0-1.0-29.0","0","0","43973","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","27","218030","0.0-1.0-30.0","0","0","43973","","null","","","null","3","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","28","218286","0.0-1.0-31.0","0","0","43973","","null","","","null","3","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","29","218404","0.0-1.0-32.0-0.0","0","0","43973","","116","","","75","3","","","1","3","training","adjacent","DC","4","3","R.jpg","O.jpg","1","0","0","",""
"","feedback","","html-keyboard-response","30","219406","0.0-1.0-33.0-0.0","0","0","43973","","null","","","null","3","","","","","","","","","","","","","","","",""
"","time_out","","html-keyboard-response","31","221415","0.0-1.0-35.0-0.0","0","0","43973","","null","","","null","3","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","32","222423","0.0-1.0-36.0","0","0","43973","","null","","","null","3","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","33","222679","0.0-1.0-38.0","0","0","43973","","null","","","null","4","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","34","223182","0.0-1.0-39.0","0","0","43973","","257","","","75","4","k","","","","","","","","","","","","","","",""
