"view_history","rt","ttype","trial_type","trial_index","time_elapsed","internal_node_id"
"[{""page_index"":0,""viewing_time"":2176},{""page_index"":1,""viewing_time"":149},{""page_index"":2,""viewing_time"":151}]","2476","instructions","instructions","0","2482","0.0-0.0-0.0-0.0"
