"success","category","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","ttype","responses","repeat_instructions","key_press","index","keypress_S2","block","trial_num","phase","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","keypress_isi","total_bonus_tally"
"true","full_screen","d07192022hr1434","fullscreen","0","2009","0.0-0.0","0","0","47849","","","","","","","","","","","","","","","","","","","","","",""
"","","","instructions","1","4356","0.0-1.0-0.0-0.0","0","0","47849","[{""page_index"":0,""viewing_time"":1203},{""page_index"":1,""viewing_time"":549},{""page_index"":2,""viewing_time"":594}]","2346","instructions","","","","","","","","","","","","","","","","","","",""
"","","","survey-multi-choice","2","10190","0.0-1.0-0.0-1.0","0","0","47849","","5832","comprehension_check","{""Q0"":""True"",""Q1"":""True"",""Q2"":""When you see the prompt 'MAKE A CHOICE' after the second image was presented"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","3","11045","0.0-1.0-1.0","0","0","47849","","852","start_exp","","","32","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","4","11300","0.0-1.0-2.0","0","0","47849","","null","S1","","","null","0","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","5","11402","0.0-1.0-3.0","0","0","47849","","null","ISI","","","null","0","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","6","11657","0.0-1.0-4.0","0","0","47849","","37","S2","","","75","0","k","","","","","","","","","","","","","",""
"","","","html-keyboard-response","7","11673","0.0-1.0-5.0","0","0","47849","","15","response","","","75","0","","1","0","training","adjacent","5","4","L.jpg","Q.jpg","1","0","0","","",""
"","","","html-keyboard-response","8","11778","0.0-1.0-6.0-0.0","0","0","47849","","null","feedback","","","null","0","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","9","11879","0.0-1.0-8.0-0.0","0","0","47849","","null","time_out","","","null","0","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","10","12382","0.0-1.0-9.0","0","0","47849","","138","ITI","","","75","0","","","","","","","","","","","","","k","",""
"","","","html-keyboard-response","11","12637","0.0-1.0-11.0","0","0","47849","","null","S1","","","null","1","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","12","12740","0.0-1.0-12.0","0","0","47849","","null","ISI","","","null","1","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","13","12996","0.0-1.0-13.0","0","0","47849","","11","S2","","","75","1","k","","","","","","","","","","","","","",""
"","","","html-keyboard-response","14","13105","0.0-1.0-14.0","0","0","47849","","108","response","","","75","1","","1","1","training","adjacent","3","2","R.jpg","M.jpg","1","0","0","","",""
"","","","html-keyboard-response","15","13208","0.0-1.0-15.0-0.0","0","0","47849","","null","feedback","","","null","1","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","16","13311","0.0-1.0-17.0-0.0","0","0","47849","","null","time_out","","","null","1","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","17","13813","0.0-1.0-18.0","0","0","47849","","162","ITI","","","75","1","","","","","","","","","","","","","k","",""
"","","","html-keyboard-response","18","14065","0.0-1.0-20.0","0","0","47849","","null","S1","","","null","2","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","19","14170","0.0-1.0-21.0","0","0","47849","","null","ISI","","","null","2","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","20","14423","0.0-1.0-22.0","0","0","47849","","182","S2","","","75","2","k","","","","","","","","","","","","","",""
"","","","html-keyboard-response","21","14548","0.0-1.0-23.0","0","0","47849","","125","response","","","75","2","","1","2","training","adjacent","4","5","Q.jpg","L.jpg","1","1","1","","",""
"","","","html-keyboard-response","22","14649","0.0-1.0-24.0-0.0","0","0","47849","","null","feedback","","","null","2","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","23","15155","0.0-1.0-27.0","0","0","47849","","88","ITI","","","75","2","","","","","","","","","","","","","k","",""
"","","","html-keyboard-response","24","15411","0.0-1.0-29.0","0","0","47849","","null","S1","","","null","3","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","25","15514","0.0-1.0-30.0","0","0","47849","","73","ISI","","","75","3","","","","","","","","","","","","","","k",""
"","","","html-keyboard-response","26","15768","0.0-1.0-31.0","0","0","47849","","186","S2","","","75","3","k","","","","","","","","","","","","","",""
"","","","html-keyboard-response","27","15919","0.0-1.0-32.0","0","0","47849","","151","response","","","75","3","","1","3","training","adjacent","3","4","R.jpg","Q.jpg","1","1","1","","",""
"","","","html-keyboard-response","28","16021","0.0-1.0-33.0-0.0","0","0","47849","","null","feedback","","","null","3","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","29","16523","0.0-1.0-36.0","0","0","47849","","127","ITI","","","75","3","","","","","","","","","","","","","k","",""
"","","","html-keyboard-response","30","16778","0.0-1.0-38.0","0","0","47849","","null","S1","","","null","4","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","31","16879","0.0-1.0-39.0","0","0","47849","","null","ISI","","","null","4","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","32","17134","0.0-1.0-40.0","0","0","47849","","null","S2","","","null","4","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","33","17252","0.0-1.0-41.0","0","0","47849","","117","response","","","75","4","","1","4","training","adjacent","1","2","N.jpg","M.jpg","1","1","1","","",""
"","","","html-keyboard-response","34","17355","0.0-1.0-42.0-0.0","0","0","47849","","null","feedback","","","null","4","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","35","17861","0.0-1.0-45.0","0","0","47849","","149","ITI","","","75","4","","","","","","","","","","","","","k","",""
"","","","html-keyboard-response","36","18115","0.0-1.0-47.0","0","0","47849","","null","S1","","","null","5","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","37","18220","0.0-1.0-48.0","0","0","47849","","null","ISI","","","null","5","","","","","","","","","","","","","","",""
