"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","view_history","rt","responses","repeat_instructions","key_press","index","keypress_isi","keypress_S2","block","trial_num","phase","group_type","pair_type","S1_stim","S2_stim","S1_img","S2_img","S1_chosen","S1_higher","accuracy","keypress_iti","total_bonus_tally"
"true","full_screen","d04062023hr1721","fullscreen","0","6479","0.0-0.0","0","0","82080","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","","instructions","1","32177","0.0-1.0-0.0-0.0","0","0","82080","[{""page_index"":0,""viewing_time"":3444},{""page_index"":1,""viewing_time"":11193},{""page_index"":2,""viewing_time"":7328},{""page_index"":3,""viewing_time"":3732}]","25697","","","","","","","","","","","","","","","","","","","",""
"","comprehension_check","","survey-multi-choice","2","52369","0.0-1.0-0.0-1.0","0","0","82080","","20188","{""Q0"":""True"",""Q1"":""D"",""Q2"":""Once the second image appears and while the screen 'MAKE A CHOICE' is shown"",""Q3"":""Green mark"",""Q4"":""either D or K""}","0","","","","","","","","","","","","","","","","","",""
"","start_exp","","html-keyboard-response","3","54735","0.0-1.0-1.0","0","0","82080","","2364","","","32","","","","","","","","","","","","","","","","",""
"","S1","","html-keyboard-response","4","54890","0.0-1.0-2.0","0","0","82080","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","5","56893","0.0-1.0-3.0","0","0","82080","","null","","","null","0","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","6","57046","0.0-1.0-4.0","0","0","82080","","null","","","null","0","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","7","58060","0.0-1.0-5.0-0.0","0","0","82080","","1013","","","75","0","","","1","0","training","adjacent","BA","2","1","P.jpg","O.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","8","59064","0.0-1.0-6.0-0.0","0","0","82080","","null","","","null","0","","","","","","","","","","","","","","","",""
"","ITI","","html-keyboard-response","9","60067","0.0-1.0-9.0","0","0","82080","","null","","","null","0","","","","","","","","","","","","","","","NaN",""
"","S1","","html-keyboard-response","10","60220","0.0-1.0-11.0","0","0","82080","","null","","","null","1","","","","","","","","","","","","","","","",""
"","ISI","","html-keyboard-response","11","62224","0.0-1.0-12.0","0","0","82080","","null","","","null","1","NaN","","","","","","","","","","","","","","",""
"","S2","","html-keyboard-response","12","62377","0.0-1.0-13.0","0","0","82080","","null","","","null","1","","NaN","","","","","","","","","","","","","",""
"","response","","html-keyboard-response","13","63167","0.0-1.0-14.0-0.0","0","0","82080","","789","","","75","1","","","1","1","training","adjacent","CB","3","2","Q.jpg","P.jpg","0","0","1","",""
"","feedback","","html-keyboard-response","14","64169","0.0-1.0-15.0-0.0","0","0","82080","","null","","","null","1","","","","","","","","","","","","","","","",""
