"event","trial","time","PID"
"fullscreenenter","0","2568","59955"
"fullscreenexit","1","4751","59955"
"blur","2","172370","59955"
"focus","2","221109","59955"
"blur","4","282949","59955"
"focus","4","311408","59955"
"blur","4","312621","59955"
"focus","4","319436","59955"
"blur","7","407421","59955"
"focus","7","443246","59955"
"blur","311","713525","59955"
"focus","311","727031","59955"
"blur","1083","1252017","59955"
"focus","1087","1257033","59955"
"blur","1704","1667052","59955"
"focus","1704","1727378","59955"
"blur","2092","1973441","59955"
"focus","2115","2011608","59955"
"blur","2214","2076389","59955"
"focus","2215","2077371","59955"
"blur","2215","2078170","59955"
"focus","2216","2079371","59955"
"blur","2226","2090188","59955"
"focus","2226","2190569","59955"
"blur","2419","2315427","59955"
"focus","2421","2318041","59955"
"blur","2494","2388269","59955"
"focus","2494","2399118","59955"
"blur","2497","2444727","59955"
"focus","2497","2449565","59955"
"blur","2498","2457268","59955"
