"event","trial","time","PID"
"blur","0","6101","80992"
"focus","0","24652","80992"
"fullscreenenter","0","25085","80992"
"blur","1","41547","80992"
"focus","1","55766","80992"
"blur","4","123638","80992"
"focus","4","124058","80992"
"blur","315","415078","80992"
"focus","315","417488","80992"
"blur","619","638068","80992"
"focus","619","656193","80992"
"blur","917","866772","80992"
"focus","917","869704","80992"
"blur","1188","1076172","80992"
"focus","1188","1094214","80992"
"blur","1449","1283567","80992"
"focus","1449","1299439","80992"
"blur","1702","1471259","80992"
"focus","1702","1474864","80992"
"blur","1949","1640732","80992"
"focus","1949","1655534","80992"
"blur","2199","1829204","80992"
"focus","2199","1835672","80992"
"blur","2453","2113436","80992"
"focus","2453","2113681","80992"
"blur","2453","2115169","80992"
"focus","2453","2115390","80992"
"blur","2460","2139811","80992"
"focus","2460","2144444","80992"
"blur","2460","2147428","80992"
"focus","2460","2150120","80992"
