"event","trial","time","PID"
"blur","0","0","75806"
"focus","0","0","75806"
"blur","0","0","75806"
"focus","0","0","75806"
"blur","0","0","75806"
"focus","0","0","75806"
"blur","0","0","75806"
"focus","0","0","75806"
"blur","0","0","75806"
"focus","0","0","75806"
"fullscreenenter","0","1006","75806"
"fullscreenexit","1","3130","75806"
"blur","1","5255","75806"
"focus","1","5334","75806"
"blur","1","6005","75806"
"focus","1","6027","75806"
"blur","6","69234","75806"
"focus","6","79135","75806"
"blur","268","234318","75806"
"focus","269","235318","75806"
"blur","386","306825","75806"
"focus","391","309799","75806"
"blur","399","314857","75806"
"focus","402","315629","75806"
"blur","411","322099","75806"
"focus","414","324949","75806"
"blur","418","327510","75806"
"focus","419","329234","75806"
"blur","424","331113","75806"
"focus","429","333476","75806"
"blur","431","335439","75806"
"focus","435","338344","75806"
"blur","437","339488","75806"
"focus","439","343093","75806"
"blur","444","345897","75806"
"focus","449","348046","75806"
"blur","450","349208","75806"
"focus","451","350524","75806"
"blur","464","358313","75806"
"focus","464","359069","75806"
"blur","470","362181","75806"
"focus","475","364412","75806"
"blur","477","365883","75806"
"focus","478","368529","75806"
"blur","484","371366","75806"
"focus","484","372205","75806"
"blur","490","375181","75806"
"focus","494","377190","75806"
"blur","496","378611","75806"
"focus","499","381774","75806"
"blur","502","384053","75806"
"focus","507","386703","75806"
"blur","509","388211","75806"
"focus","510","390178","75806"
"blur","515","392778","75806"
"focus","516","394339","75806"
"blur","522","397863","75806"
"focus","527","401516","75806"
"blur","530","403682","75806"
"focus","534","404981","75806"
"blur","536","406895","75806"
"focus","537","409207","75806"
"blur","542","410869","75806"
"focus","547","414673","75806"
"blur","548","415867","75806"
"focus","550","417151","75806"
"blur","554","418705","75806"
"focus","559","421000","75806"
"blur","560","422058","75806"
"focus","561","423072","75806"
"blur","566","424642","75806"
"focus","567","426417","75806"
"blur","569","428295","75806"
"focus","572","429013","75806"
"blur","573","430207","75806"
"focus","579","435234","75806"
"blur","588","442926","75806"
"focus","588","443503","75806"
"blur","595","446845","75806"
"focus","599","450099","75806"
"blur","610","457573","75806"
"focus","612","458209","75806"
"blur","622","464726","75806"
"focus","625","466223","75806"
"blur","627","467688","75806"
"focus","629","469851","75806"
"blur","630","472578","75806"
"focus","630","500387","75806"
"blur","723","561777","75806"
"focus","724","563936","75806"
"blur","729","566677","75806"
"focus","731","569580","75806"
"blur","743","575968","75806"
"focus","743","576146","75806"
"blur","743","576162","75806"
"focus","747","577106","75806"
"blur","756","583393","75806"
"focus","760","584992","75806"
"blur","761","586104","75806"
"focus","762","587238","75806"
"blur","763","589035","75806"
"focus","767","590140","75806"
"blur","769","592360","75806"
"focus","772","592967","75806"
"blur","781","599787","75806"
"focus","785","601337","75806"
"blur","787","603008","75806"
"focus","787","604535","75806"
"blur","793","607474","75806"
"focus","794","609485","75806"
"blur","800","612291","75806"
"focus","806","616186","75806"
"blur","808","619293","75806"
"focus","809","620171","75806"
"blur","815","623394","75806"
"focus","815","624236","75806"
"blur","822","627707","75806"
"focus","823","628801","75806"
"blur","841","638558","75806"
"focus","846","643045","75806"
"blur","848","644307","75806"
"focus","853","648088","75806"
"blur","855","650848","75806"
"focus","860","654753","75806"
"blur","863","657412","75806"
"focus","866","658752","75806"
"blur","868","660878","75806"
"focus","872","662163","75806"
"blur","874","664726","75806"
"focus","875","667230","75806"
"blur","983","728853","75806"
"focus","983","729490","75806"
"blur","1080","787235","75806"
"focus","1085","790387","75806"
"blur","1094","796967","75806"
"focus","1097","798019","75806"
"blur","1137","820363","75806"
"focus","1142","822747","75806"
"blur","1144","824734","75806"
"focus","1144","825388","75806"
"blur","1150","827333","75806"
"focus","1150","828422","75806"
"blur","1157","832337","75806"
"focus","1157","833045","75806"
"blur","1162","835240","75806"
"focus","1163","836184","75806"
"blur","1164","838062","75806"
"focus","1168","839318","75806"
"blur","1169","840661","75806"
"focus","1170","842111","75806"
"blur","1176","845508","75806"
"focus","1177","847762","75806"
"blur","1183","849999","75806"
"focus","1186","852023","75806"
"blur","1190","854169","75806"
"focus","1193","855588","75806"
"blur","1196","858668","75806"
"focus","1197","859287","75806"
"blur","1203","862440","75806"
"focus","1203","863326","75806"
"blur","1209","866886","75806"
"focus","1214","868910","75806"
"blur","1215","869925","75806"
"focus","1216","871651","75806"
"blur","1256","896348","75806"
"focus","1256","897228","75806"
"blur","1262","899322","75806"
"focus","1266","900992","75806"
"blur","1267","902224","75806"
"focus","1268","903972","75806"
"blur","1274","906986","75806"
"focus","1279","909253","75806"
"blur","1286","913201","75806"
"focus","1289","916370","75806"
"blur","1293","917763","75806"
"focus","1299","922226","75806"
"blur","1304","924890","75806"
"focus","1305","925655","75806"
"blur","1307","927095","75806"
"focus","1308","929688","75806"
"blur","1313","931527","75806"
"focus","1315","934604","75806"
"blur","1321","937179","75806"
"focus","1325","938740","75806"
"blur","1327","940619","75806"
"focus","1330","941443","75806"
"blur","1333","943038","75806"
"focus","1333","943725","75806"
"blur","1338","945966","75806"
"focus","1340","948483","75806"
"blur","1345","950780","75806"
"focus","1350","953360","75806"
"blur","1358","959242","75806"
"focus","1363","961404","75806"
"blur","1364","962356","75806"
"focus","1368","964052","75806"
"blur","1371","966350","75806"
"focus","1375","968344","75806"
"blur","1388","975977","75806"
"focus","1390","978254","75806"
"blur","1395","980968","75806"
"focus","1396","982815","75806"
"blur","1402","985654","75806"
"focus","1403","987204","75806"
"blur","1409","990483","75806"
"focus","1411","991878","75806"
"blur","1435","1004348","75806"
"focus","1435","1004975","75806"
"blur","1777","1214485","75806"
"focus","1778","1216501","75806"
"blur","1785","1221112","75806"
"focus","1789","1223537","75806"
"blur","1792","1226742","75806"
"focus","1793","1227399","75806"
"blur","1930","1310190","75806"
"focus","1934","1313387","75806"
"blur","2243","1501598","75806"
"focus","2248","1504586","75806"
"blur","2337","1560485","75806"
"focus","2340","1563543","75806"
"blur","2344","1565298","75806"
"focus","2344","1566918","75806"
"blur","2351","1570824","75806"
"focus","2355","1572480","75806"
"blur","2357","1575228","75806"
"focus","2358","1576630","75806"
"blur","2364","1579263","75806"
"focus","2364","1580467","75806"
"blur","2371","1583636","75806"
"focus","2371","1584927","75806"
"blur","2377","1587689","75806"
"focus","2382","1590508","75806"
"blur","2384","1591787","75806"
"focus","2384","1593516","75806"
"blur","2390","1596087","75806"
"focus","2391","1597908","75806"
"blur","2411","1609414","75806"
"focus","2412","1610169","75806"
"blur","2423","1616850","75806"
"focus","2425","1619745","75806"
"blur","2430","1621584","75806"
"focus","2431","1622674","75806"
"blur","2437","1625087","75806"
"focus","2437","1626609","75806"
"blur","2444","1629775","75806"
"focus","2449","1633659","75806"
"blur","2450","1634722","75806"
"focus","2455","1637018","75806"
"blur","2457","1638670","75806"
"focus","2461","1640276","75806"
"blur","2463","1641658","75806"
"focus","2464","1642595","75806"
"blur","2468","1644327","75806"
"focus","2469","1645285","75806"
"blur","2476","1649287","75806"
"focus","2480","1651606","75806"
"blur","2482","1653151","75806"
"focus","2484","1655818","75806"
"blur","2489","1657985","75806"
"focus","2489","1659192","75806"
"blur","2496","1662997","75806"
"focus","2497","1665331","75806"
"blur","2502","1667735","75806"
"focus","2507","1670844","75806"
"blur","2510","1674053","75806"
"focus","2514","1676093","75806"
"blur","2516","1678037","75806"
"focus","2520","1679575","75806"
"blur","2592","1721662","75806"
"focus","2592","1722540","75806"
"blur","2594","1728325","75806"
"focus","2594","1759709","75806"
"blur","2597","1767195","75806"
"focus","2597","1841222","75806"
"blur","2601","1887156","75806"
"focus","2601","1926716","75806"
