"event","trial","time","PID"
"focus","0","0","34566"
"blur","0","0","34566"
"focus","0","0","34566"
"fullscreenexit","0","4393","34566"
"fullscreenexit","323","409026","34566"
"blur","323","416274","34566"
"focus","323","437154","34566"
"blur","948","1040947","34566"
"focus","948","1060724","34566"
"blur","948","1065843","34566"
"focus","948","1106348","34566"
"blur","1224","1372859","34566"
"focus","1224","1382356","34566"
"blur","1224","1415224","34566"
"focus","1224","1420713","34566"
"blur","1497","1671931","34566"
"focus","1497","1689514","34566"
"blur","1497","1732725","34566"
"focus","1497","1732962","34566"
"blur","1497","1760253","34566"
"focus","1497","1760699","34566"
"blur","1497","1767363","34566"
"focus","1497","1769422","34566"
"blur","1497","1799686","34566"
"focus","1497","1800145","34566"
"blur","1497","1801377","34566"
"focus","1497","1807551","34566"
"blur","1497","1812468","34566"
"focus","1497","1842763","34566"
"blur","1497","1844717","34566"
"focus","1497","1870431","34566"
"blur","1771","2133906","34566"
"focus","1771","2143027","34566"
"blur","1771","2148115","34566"
"focus","1771","2163835","34566"
"blur","2322","2677044","34566"
"focus","2322","2698726","34566"
"blur","2603","3018193","34566"
"focus","2603","3048694","34566"
"blur","2604","3054166","34566"
