"event","trial","time","PID"
"blur","0","0","80191"
"focus","0","0","80191"
"blur","0","0","80191"
"focus","0","0","80191"
"blur","0","240536","80191"
"focus","0","305768","80191"
"fullscreenenter","0","325930","80191"
"blur","330","1184283","80191"
"focus","330","1192967","80191"
"blur","330","1434181","80191"
"focus","330","1439530","80191"
"blur","330","2243384","80191"
"focus","330","2268664","80191"
"fullscreenexit","834","2902466","80191"
"blur","1787","5532703","80191"
"focus","1787","5871591","80191"
"blur","1787","6113024","80191"
"focus","1787","6184613","80191"
"blur","1787","6426071","80191"
"focus","1787","6433400","80191"
"blur","1787","6979872","80191"
"focus","1787","7186948","80191"
"blur","2068","7556636","80191"
"focus","2068","7571411","80191"
"blur","2068","7812358","80191"
"focus","2068","7857402","80191"
"blur","2340","8354121","80191"
"focus","2340","8443478","80191"
