"event","trial","time","PID"
"fullscreenenter","0","7197","68791"
"blur","1","13700","68791"
"focus","1","661242","68791"
"blur","2","749569","68791"
"focus","2","808378","68791"
"blur","591","1510483","68791"
"focus","591","1544048","68791"
"fullscreenexit","591","1550953","68791"
"blur","591","1552457","68791"
"focus","591","1569254","68791"
"blur","1438","2388456","68791"
"focus","1438","2416338","68791"
"blur","1713","2651838","68791"
"focus","1713","2731606","68791"
"blur","2529","3513836","68791"
"focus","2529","3544020","68791"
"blur","2529","3548664","68791"
"focus","2529","3573443","68791"
