"event","trial","time","PID"
"focus","0","0","98182"
"fullscreenenter","0","1376","98182"
"fullscreenexit","2","28229","98182"
"blur","2","29859","98182"
"focus","2","46247","98182"
"blur","5","79933","98182"
"focus","5","83126","98182"
"blur","5","83843","98182"
"focus","5","85892","98182"
"blur","8","114582","98182"
"focus","8","123597","98182"
"blur","10","142569","98182"
"focus","10","207226","98182"
"blur","13","235970","98182"
"focus","13","303072","98182"
"blur","13","307969","98182"
"focus","13","309967","98182"
"blur","36","354137","98182"
"focus","47","372194","98182"
"blur","53","376388","98182"
"focus","54","378921","98182"
"blur","183","479142","98182"
"focus","185","483050","98182"
"blur","216","506814","98182"
"focus","223","518980","98182"
"blur","283","568739","98182"
"focus","287","573613","98182"
"blur","613","833598","98182"
"focus","615","837856","98182"
"blur","919","1079090","98182"
"focus","922","1082389","98182"
"blur","1180","1299360","98182"
"focus","1185","1308980","98182"
"blur","1224","1350198","98182"
"focus","1224","1611600","98182"
"blur","1224","1615038","98182"
"focus","1224","1684025","98182"
"blur","1224","1691115","98182"
"focus","1224","1693399","98182"
"blur","1547","1942293","98182"
"focus","1552","1948859","98182"
"blur","1721","2082658","98182"
"focus","1722","2084596","98182"
"blur","1765","2121583","98182"
"focus","1765","2434642","98182"
"blur","1765","2436994","98182"
"focus","1765","2483038","98182"
"blur","2584","3183393","98182"
"focus","2584","3189608","98182"
"blur","2584","3190336","98182"
"focus","2584","3191755","98182"
"blur","2584","3195387","98182"
"focus","2584","3198414","98182"
