"event","trial","time","PID"
"fullscreenenter","0","2101","49947"
"blur","25","251614","49947"
"focus","25","253164","49947"
"fullscreenexit","25","254555","49947"
"blur","25","255853","49947"
"focus","25","277901","49947"
"blur","54","543148","49947"
"focus","54","1379221","49947"
"blur","54","1390624","49947"
"focus","54","1393354","49947"
"blur","258","1533824","49947"
"focus","259","1536366","49947"
"blur","547","1739015","49947"
"focus","548","1740810","49947"
"blur","871","1974924","49947"
"focus","871","1976964","49947"
"blur","871","1979106","49947"
"focus","871","1991599","49947"
"blur","1320","2314294","49947"
"focus","1332","2332877","49947"
"blur","2052","2853048","49947"
"focus","2052","2870397","49947"
"blur","2292","3097503","49947"
"focus","2292","3102654","49947"
"blur","2292","3104885","49947"
"focus","2292","3118293","49947"
"blur","2296","3154344","49947"
"focus","2296","3158914","49947"
"blur","2297","3164831","49947"
