"event","trial","time","PID"
"blur","0","683","56277"
"focus","0","1465","56277"
"fullscreenenter","0","7467","56277"
"blur","2009","1860831","56277"
"focus","2009","1861563","56277"
"blur","2021","1871022","56277"
"focus","2021","1871132","56277"
"blur","2034","1881319","56277"
"focus","2034","1881987","56277"
"blur","2040","1887089","56277"
"focus","2040","1887611","56277"
"blur","2064","1908718","56277"
"focus","2065","1909233","56277"
"blur","2102","1943613","56277"
"focus","2102","1943736","56277"
"blur","2115","1955281","56277"
"focus","2116","1956029","56277"
"blur","2121","1960774","56277"
"focus","2122","1961617","56277"
"blur","2132","1970214","56277"
"focus","2134","1972054","56277"
"blur","2138","1975142","56277"
"focus","2140","1976941","56277"
"blur","2186","2016922","56277"
"focus","2188","2018264","56277"
"blur","2192","2022518","56277"
"focus","2193","2024275","56277"
"blur","2199","2029336","56277"
"focus","2201","2030911","56277"
"blur","2212","2041204","56277"
"focus","2214","2042596","56277"
"blur","2218","2045960","56277"
"focus","2218","2047486","56277"
"blur","2225","2053097","56277"
"focus","2227","2054295","56277"
"blur","2242","2069188","56277"
"focus","2242","2070166","56277"
"blur","2246","2076973","56277"
"focus","2246","2080561","56277"
"blur","2271","2102073","56277"
"focus","2274","2104117","56277"
"blur","2278","2108981","56277"
"focus","2280","2110300","56277"
"blur","2322","2150165","56277"
"focus","2322","2150790","56277"
"blur","2466","2271032","56277"
"focus","2467","2271414","56277"
"blur","2513","2333092","56277"
"focus","2513","2333983","56277"
"blur","2513","2338383","56277"
"focus","2513","2340892","56277"
"blur","2516","2394407","56277"
"focus","2516","2415591","56277"
"blur","2516","2418824","56277"
"focus","2516","2430091","56277"
"blur","2516","2435792","56277"
"focus","2516","2446020","56277"
"blur","2516","2449944","56277"
"focus","2516","2454037","56277"
"blur","2517","2460660","56277"
