"event","trial","time","PID"
"fullscreenenter","0","22538","47944"
"blur","1","174942","47944"
"fullscreenexit","1","174944","47944"
"focus","1","181062","47944"
"blur","1","209424","47944"
"focus","1","228644","47944"
"blur","1","234580","47944"
"focus","1","244696","47944"
"blur","2586","3507032","47944"
"focus","2586","3507037","47944"
"blur","2587","3523639","47944"
"focus","2587","3523643","47944"
"blur","2589","3565180","47944"
"focus","2589","3571714","47944"
"blur","2589","3587646","47944"
"focus","2589","3598818","47944"
"blur","2589","3601985","47944"
"focus","2589","3609853","47944"
"blur","2589","3618609","47944"
"focus","2589","3639425","47944"
"blur","2589","3657464","47944"
"focus","2589","3685086","47944"
"blur","2589","3688995","47944"
"focus","2589","3716702","47944"
