"event","trial","time","PID"
"focus","0","0","51800"
"focus","0","0","51800"
"fullscreenenter","0","6588","51800"
"fullscreenexit","310","318415","51800"
"blur","310","320451","51800"
"focus","310","334257","51800"
"blur","619","594450","51800"
"focus","619","735827","51800"
"blur","619","803174","51800"
"focus","619","812158","51800"
"blur","1201","1331327","51800"
"focus","1201","1387810","51800"
"blur","1475","1633848","51800"
"focus","1475","1900946","51800"
"blur","2015","2390841","51800"
"focus","2015","2439202","51800"
"blur","2558","2986327","51800"
"focus","2558","3015302","51800"
"blur","2558","3018000","51800"
"focus","2558","3019224","51800"
