"event","trial","time","PID"
"focus","0","0","25750"
"blur","0","0","25750"
"focus","0","0","25750"
"fullscreenenter","0","52692","25750"
"blur","2","181803","25750"
"focus","2","191893","25750"
"blur","2","236639","25750"
"focus","2","357921","25750"
"fullscreenexit","2","362297","25750"
"blur","2","363488","25750"
"focus","2","377436","25750"
"blur","2","378118","25750"
"focus","2","538443","25750"
"blur","2","539259","25750"
"focus","2","741642","25750"
"blur","2","742699","25750"
"focus","2","974821","25750"
"blur","2","1129901","25750"
"focus","2","1138877","25750"
"blur","137","1356173","25750"
"focus","138","1357989","25750"
"blur","457","1619587","25750"
"focus","459","1622108","25750"
"blur","2476","3166308","25750"
"focus","2476","3171262","25750"
"blur","2476","3182245","25750"
"focus","2476","3184988","25750"
