"event","trial","time","PID"
"fullscreenenter","0","4174","81438"
"fullscreenexit","17","158952","81438"
"blur","17","160309","81438"
"focus","17","162142","81438"
"blur","20","191518","81438"
"focus","20","203002","81438"
"blur","104","273651","81438"
"focus","105","276143","81438"
"blur","183","337356","81438"
"focus","193","356191","81438"
"blur","197","358386","81438"
"focus","215","391123","81438"
"blur","276","436194","81438"
"focus","277","439354","81438"
"blur","328","479547","81438"
"focus","330","483950","81438"
"blur","420","539405","81438"
"focus","450","593092","81438"
"blur","559","665859","81438"
"focus","561","667600","81438"
"blur","610","707009","81438"
"focus","646","768202","81438"
"blur","647","769624","81438"
"focus","648","771084","81438"
"blur","897","943013","81438"
"focus","897","988727","81438"
"blur","901","994794","81438"
"focus","1027","1210986","81438"
"blur","1234","1355525","81438"
"focus","1236","1358872","81438"
"blur","1482","1552721","81438"
"focus","1484","1558080","81438"
"blur","1884","1832024","81438"
"focus","1885","1835239","81438"
"blur","2253","2090457","81438"
"focus","2260","2102521","81438"
"blur","2292","2128515","81438"
"focus","2303","2148467","81438"
"blur","2381","2206521","81438"
"focus","2386","2213754","81438"
"blur","2442","2299298","81438"
"focus","2442","2304287","81438"
"blur","2442","2324364","81438"
"focus","2442","2326590","81438"
