"event","trial","time","PID"
"blur","0","0","42493"
"focus","0","0","42493"
"blur","0","0","42493"
"focus","0","0","42493"
"fullscreenenter","0","5497","42493"
"fullscreenexit","633","671372","42493"
"blur","633","673483","42493"
"focus","633","733368","42493"
"blur","945","1039566","42493"
"focus","945","1104826","42493"
"blur","945","1105207","42493"
"focus","945","1111173","42493"
"blur","945","1111577","42493"
"focus","945","1112139","42493"
"blur","992","1162279","42493"
"focus","993","1162723","42493"
"blur","1213","1362441","42493"
"focus","1213","1413316","42493"
"blur","2592","2840944","42493"
"focus","2592","2841772","42493"
"blur","2592","2842124","42493"
"focus","2592","2847158","42493"
"blur","2592","2851827","42493"
"focus","2592","2852739","42493"
"blur","2592","2854917","42493"
"focus","2592","2855827","42493"
"blur","2593","2858236","42493"
