"event","trial","time","PID"
"fullscreenenter","0","7378","42781"
"blur","621","536016","42781"
"focus","621","563796","42781"
"blur","923","789774","42781"
"focus","923","950155","42781"
"blur","1192","1163475","42781"
"focus","1192","1360186","42781"
"blur","1707","1712350","42781"
"focus","1707","1828514","42781"
"blur","1964","2011541","42781"
"focus","1964","2034613","42781"
"blur","2221","2213730","42781"
"focus","2221","2297076","42781"
"fullscreenexit","2483","2567941","42781"
"blur","2483","2569765","42781"
"focus","2483","2573229","42781"
