"event","trial","time","PID"
"fullscreenenter","0","5182","97856"
"fullscreenexit","330","407672","97856"
"blur","330","409966","97856"
"focus","330","429797","97856"
"blur","330","431558","97856"
"focus","330","720545","97856"
"blur","648","1037202","97856"
"focus","648","1117500","97856"
"blur","1048","1498955","97856"
"focus","1051","1504710","97856"
"blur","1095","1544540","97856"
"focus","1098","1547477","97856"
"blur","1102","1551617","97856"
"focus","1111","1569152","97856"
"blur","1237","1684645","97856"
"focus","1238","1694692","97856"
"blur","1362","1813962","97856"
"focus","1365","1820615","97856"
"blur","1443","1892502","97856"
"focus","1445","1896062","97856"
"blur","1515","1972964","97856"
"focus","1515","2566816","97856"
"blur","2052","3085418","97856"
"focus","2052","3111504","97856"
"blur","2072","3135491","97856"
"focus","2091","3174930","97856"
"blur","2330","3417435","97856"
"focus","2330","3453820","97856"
"blur","2441","3557979","97856"
"focus","2446","3567191","97856"
"blur","2483","3601008","97856"
"focus","2485","3606795","97856"
"blur","2609","3822296","97856"
"focus","2609","3844116","97856"
