"event","trial","time","PID"
"fullscreenenter","0","6043","97237"
"fullscreenexit","1231","4456269","97237"
"blur","1231","4462994","97237"
"focus","1231","4465216","97237"
"blur","1765","6363822","97237"
"focus","1765","6366184","97237"
"blur","2029","7306985","97237"
"focus","2029","7308644","97237"
"blur","2304","8023008","97237"
"focus","2306","8024685","97237"
"blur","2565","8351639","97237"
"focus","2565","8361552","97237"
"blur","2565","8365085","97237"
"focus","2565","8367492","97237"
"blur","2566","8373207","97237"
