"event","trial","time","PID"
"blur","0","0","38216"
"focus","0","26906","38216"
"fullscreenenter","0","28945","38216"
"fullscreenexit","1","31176","38216"
"blur","4","80211","38216"
"focus","4","230463","38216"
"blur","4","232031","38216"
"focus","4","235877","38216"
"blur","293","543323","38216"
"focus","302","570343","38216"
"blur","754","903572","38216"
"focus","755","907115","38216"
"blur","756","908117","38216"
"focus","757","909264","38216"
"blur","879","1020379","38216"
"focus","895","1036183","38216"
"blur","902","1041166","38216"
"focus","952","1089442","38216"
"blur","1065","1177030","38216"
"focus","1073","1188685","38216"
"blur","1123","1231529","38216"
"focus","1123","1362497","38216"
"blur","1123","1366169","38216"
"focus","1123","1401756","38216"
"blur","1123","1402480","38216"
"focus","1123","1604302","38216"
"blur","1373","1796439","38216"
"focus","1377","1804122","38216"
"blur","1585","1962244","38216"
"focus","1586","1963970","38216"
"blur","1883","2172324","38216"
"focus","1893","2187736","38216"
"blur","2056","2307203","38216"
"focus","2072","2323027","38216"
"blur","2167","2392765","38216"
"focus","2208","2459837","38216"
"blur","2367","2576245","38216"
"focus","2367","2580537","38216"
"blur","2368","2586550","38216"
"focus","2368","2588940","38216"
"blur","2374","2627888","38216"
"focus","2374","2755335","38216"
"blur","2374","2774631","38216"
"focus","2374","2786033","38216"
"blur","2375","2792432","38216"
