"event","trial","time","PID"
"fullscreenenter","0","1588","75665"
"fullscreenexit","1","4438","75665"
"blur","1","5664","75665"
"focus","1","8042","75665"
"blur","1","9322","75665"
"focus","1","10233","75665"
"blur","7","76185","75665"
"focus","7","83757","75665"
"blur","10","128290","75665"
"focus","10","129935","75665"
"blur","11","135925","75665"
"focus","11","224103","75665"
"blur","11","225308","75665"
"focus","11","262774","75665"
"blur","11","263458","75665"
"focus","11","308737","75665"
"blur","162","540817","75665"
"focus","165","543031","75665"
"blur","709","1072901","75665"
"focus","718","1088695","75665"
"blur","719","1089240","75665"
"focus","720","1091934","75665"
"blur","721","1093138","75665"
"focus","728","1106584","75665"
"blur","733","1112948","75665"
"focus","733","1115019","75665"
"blur","759","1136282","75665"
"focus","770","1159959","75665"
"blur","770","1161053","75665"
"focus","772","1163416","75665"
"blur","900","1279874","75665"
"focus","906","1291071","75665"
"blur","1212","1573728","75665"
"focus","1218","1586952","75665"
"blur","1227","1599674","75665"
"focus","1232","1610923","75665"
"blur","1299","1669144","75665"
"focus","1301","1674497","75665"
"blur","1535","1906665","75665"
"focus","1536","1908436","75665"
"blur","1564","1931637","75665"
"focus","1566","1935641","75665"
"blur","1566","1935693","75665"
"focus","1566","1935697","75665"
"blur","1633","1999214","75665"
"focus","1651","2041275","75665"
"blur","1657","2048276","75665"
"focus","1659","2050242","75665"
"blur","1676","2064824","75665"
"focus","1677","2067140","75665"
"blur","1688","2077165","75665"
"focus","1690","2080876","75665"
"blur","1699","2090640","75665"
"focus","1700","2093332","75665"
"blur","1724","2115314","75665"
"focus","1726","2118130","75665"
"blur","1742","2130435","75665"
"focus","1742","2132074","75665"
"blur","1753","2141036","75665"
"focus","1754","2143532","75665"
"blur","1785","2173942","75665"
"focus","1785","2175429","75665"
"blur","1811","2200483","75665"
"focus","1812","2202547","75665"
"blur","1833","2221016","75665"
"focus","1833","2223239","75665"
"blur","1898","2278485","75665"
"focus","1900","2282717","75665"
"blur","1923","2302548","75665"
"focus","1923","2304362","75665"
"blur","1951","2328670","75665"
"focus","1952","2329948","75665"
"blur","2058","2425403","75665"
"focus","2058","2858272","75665"
"blur","2058","2869801","75665"
"focus","2058","2907768","75665"
"blur","2058","2908999","75665"
"focus","2058","3060291","75665"
"blur","2058","3062094","75665"
"focus","2058","3198727","75665"
"blur","2058","3199748","75665"
"focus","2058","3201770","75665"
"blur","2091","3235502","75665"
"focus","2093","3240389","75665"
"blur","2477","3580378","75665"
"focus","2484","3594782","75665"
"blur","2498","3608401","75665"
"focus","2500","3610670","75665"
"blur","2545","3654598","75665"
"focus","2546","3656812","75665"
"blur","2547","3656914","75665"
"focus","2547","3656919","75665"
"blur","2612","3750914","75665"
"focus","2612","3758467","75665"
"blur","2617","3803115","75665"
"focus","2617","3804396","75665"
"blur","2617","3847352","75665"
"focus","2617","3892680","75665"
"blur","2617","3893585","75665"
"focus","2617","3894618","75665"
"blur","2617","3899830","75665"
"focus","2617","3901605","75665"
"blur","2617","3903857","75665"
"focus","2617","3934353","75665"
"blur","2619","3957652","75665"
"focus","2619","3962885","75665"
"blur","2619","3967241","75665"
"focus","2619","3968928","75665"
