"event","trial","time","PID"
"fullscreenenter","0","2285","53242"
"blur","328","407189","53242"
"focus","328","409670","53242"
"blur","328","410933","53242"
"focus","328","419555","53242"
"blur","328","420657","53242"
"focus","328","422754","53242"
"blur","328","425964","53242"
"focus","328","430314","53242"
"blur","328","431347","53242"
"focus","328","433757","53242"
"blur","2568","2268551","53242"
"focus","2568","2269322","53242"
"blur","2568","2269980","53242"
"focus","2568","2270075","53242"
