"event","trial","time","PID"
"blur","0","5010","83798"
"focus","0","5116","83798"
"fullscreenenter","0","13235","83798"
"blur","623","479958","83798"
"focus","623","491315","83798"
"blur","938","691602","83798"
"focus","938","1363854","83798"
"blur","1204","1525051","83798"
"focus","1204","3297892","83798"
"blur","1473","3544407","83798"
"focus","1473","3837926","83798"
"blur","1473","3856975","83798"
"focus","1473","4144465","83798"
"blur","2591","5655641","83798"
"focus","2591","6261217","83798"
"blur","2591","6265351","83798"
"focus","2591","7534474","83798"
"blur","2599","7610997","83798"
"focus","2599","7627112","83798"
