"event","trial","time","PID"
"focus","0","0","53548"
"fullscreenexit","0","9159","53548"
"fullscreenexit","402","684086","53548"
"blur","415","695942","53548"
"focus","415","697618","53548"
"blur","455","736619","53548"
"focus","469","755176","53548"
"blur","514","797404","53548"
"focus","643","1134424","53548"
"blur","1009","1446656","53548"
"focus","1017","1455645","53548"
"blur","1186","1618239","53548"
"focus","1237","2109237","53548"
"blur","2282","2963325","53548"
"focus","2285","2982516","53548"
"blur","2515","3184407","53548"
"focus","2526","3216910","53548"
"blur","2573","3371384","53548"
"focus","2573","3378793","53548"
"blur","2573","3379547","53548"
"focus","2573","3382332","53548"
