"event","trial","time","PID"
"blur","0","0","99925"
"focus","0","0","99925"
"blur","0","0","99925"
"focus","0","0","99925"
"blur","0","0","99925"
"focus","0","0","99925"
"blur","0","0","99925"
"focus","0","0","99925"
"fullscreenenter","0","1249","99925"
"fullscreenexit","2454","2080253","99925"
"blur","2454","2085656","99925"
"focus","2454","2091258","99925"
"blur","2454","2097627","99925"
"focus","2454","2099462","99925"
"blur","2454","2108634","99925"
"focus","2454","2131070","99925"
