"event","trial","time","PID"
"blur","0","34271","80890"
"focus","0","37464","80890"
"blur","0","57224","80890"
"focus","0","57799","80890"
"blur","0","64768","80890"
"focus","0","72663","80890"
"blur","0","74922","80890"
"focus","0","78579","80890"
"blur","0","80061","80890"
"focus","0","80432","80890"
"blur","0","81638","80890"
"focus","0","85071","80890"
"blur","0","87269","80890"
"focus","0","92119","80890"
"blur","0","108621","80890"
"focus","0","121980","80890"
"fullscreenenter","0","129574","80890"
