"event","trial","time","PID"
"fullscreenenter","0","1341","30678"
"fullscreenexit","904","649035","30678"
"blur","904","658753","30678"
"focus","904","663552","30678"
"blur","1176","852294","30678"
"focus","1176","860128","30678"
"blur","1428","1032803","30678"
"focus","1431","1039113","30678"
"blur","1452","1062419","30678"
"focus","1452","1069117","30678"
"blur","1710","1246868","30678"
"focus","1713","1250700","30678"
"blur","1997","1446905","30678"
"focus","1997","1456926","30678"
"blur","2171","1574377","30678"
"focus","2172","1575810","30678"
"blur","2231","1620021","30678"
"focus","2239","1633829","30678"
"blur","2271","1658630","30678"
"focus","2271","1776205","30678"
"blur","2347","1829132","30678"
"focus","2347","1830431","30678"
"blur","2434","1900622","30678"
"focus","2441","1911973","30678"
"blur","2543","1979212","30678"
"focus","2543","2075273","30678"
"blur","2551","2157649","30678"
"focus","2551","2186455","30678"
"blur","2551","2192342","30678"
"focus","2551","2200302","30678"
