"event","trial","time","PID"
"focus","0","0","92069"
"blur","0","0","92069"
"focus","0","0","92069"
"blur","0","0","92069"
"focus","0","0","92069"
"blur","0","0","92069"
"focus","0","0","92069"
"blur","0","11286","92069"
"focus","0","14909","92069"
"blur","0","17185","92069"
"focus","0","19318","92069"
"blur","0","19329","92069"
"focus","0","21024","92069"
"blur","0","21574","92069"
"focus","0","24028","92069"
"blur","0","28878","92069"
"focus","0","31731","92069"
"blur","0","32617","92069"
"focus","0","44684","92069"
"blur","0","45872","92069"
"focus","0","123661","92069"
"fullscreenexit","0","124941","92069"
"blur","1","139207","92069"
"focus","1","153687","92069"
"blur","1","155642","92069"
"focus","1","161377","92069"
"blur","1","170989","92069"
"focus","1","180093","92069"
"blur","2442","2507503","92069"
"focus","2442","2512260","92069"
