"event","trial","time","PID"
"blur","0","74","75093"
"focus","0","941","75093"
"fullscreenenter","0","11043","75093"
"fullscreenexit","1301","1255501","75093"
"blur","1322","1277433","75093"
"focus","1322","1278132","75093"
"blur","1333","1288992","75093"
"focus","1337","1293454","75093"
"blur","1344","1299084","75093"
"focus","1347","1302776","75093"
"blur","1661","1574482","75093"
"focus","1666","1580685","75093"
"blur","1969","1844467","75093"
"focus","1971","1845731","75093"
"blur","2597","2432521","75093"
"focus","2597","2435006","75093"
"blur","2598","2439762","75093"
