"event","trial","time","PID"
"fullscreenenter","0","10435","47755"
"blur","1","12919","47755"
"focus","1","12984","47755"
"fullscreenexit","1","22664","47755"
"blur","1","23473","47755"
"focus","1","26335","47755"
"blur","1","27036","47755"
"focus","1","31198","47755"
"blur","315","449356","47755"
"focus","315","470599","47755"
"blur","1775","1866329","47755"
"focus","1775","1911789","47755"
"blur","1775","1981546","47755"
"focus","1775","1984202","47755"
"blur","1775","1985077","47755"
"focus","1775","2026762","47755"
