"event","trial","time","PID"
"blur","0","0","13459"
"focus","0","0","13459"
"blur","0","0","13459"
"focus","0","0","13459"
"blur","0","0","13459"
"focus","0","0","13459"
"blur","0","0","13459"
"focus","0","0","13459"
"fullscreenenter","0","4731","13459"
"fullscreenexit","1","56689","13459"
"blur","1","58225","13459"
"focus","1","86721","13459"
"blur","159","381886","13459"
"focus","183","425706","13459"
"blur","381","582320","13459"
"focus","386","589800","13459"
"blur","553","721565","13459"
"focus","553","815755","13459"
"blur","693","930754","13459"
"focus","741","1016966","13459"
"blur","1059","1267336","13459"
"focus","1059","1295726","13459"
"blur","1201","1410597","13459"
"focus","1240","1481971","13459"
"blur","1306","1540834","13459"
"focus","1306","1737859","13459"
"blur","1670","2094005","13459"
"focus","1681","2111406","13459"
"blur","1683","2114077","13459"
"focus","1685","2116156","13459"
"blur","1689","2118168","13459"
"focus","1694","2127255","13459"
"blur","1917","2305622","13459"
"focus","1918","2307918","13459"
"blur","2022","2442038","13459"
"focus","2022","2453423","13459"
"blur","2022","2453423","13459"
"focus","2022","2458231","13459"
"blur","2038","2471985","13459"
"focus","2039","2474107","13459"
"blur","2274","2721447","13459"
