"event","trial","time","PID"
"fullscreenenter","0","5824","70203"
"fullscreenexit","442","594496","70203"
"blur","927","1139968","70203"
"focus","927","1146212","70203"
"blur","927","1146602","70203"
"focus","927","1159191","70203"
"blur","1192","1409246","70203"
"focus","1192","1441604","70203"
"blur","1453","1687012","70203"
"focus","1453","1730568","70203"
"blur","1453","1732441","70203"
"focus","1453","1733886","70203"
"blur","2546","3051060","70203"
"focus","2546","3054233","70203"
"blur","2547","3061240","70203"
