"event","trial","time","PID"
"fullscreenenter","0","28033","83866"
"fullscreenexit","254","383199","83866"
"blur","313","433533","83866"
"focus","313","435453","83866"
"blur","623","672714","83866"
"focus","623","681233","83866"
"blur","623","682433","83866"
"focus","623","698091","83866"
"blur","788","824514","83866"
"focus","791","828526","83866"
"blur","1292","1237681","83866"
"focus","1293","1239251","83866"
"blur","1687","1550121","83866"
"focus","1690","1552102","83866"
"blur","1748","1597648","83866"
"focus","1748","1616273","83866"
"blur","1748","1617426","83866"
"focus","1748","1617605","83866"
"blur","1748","1618825","83866"
"focus","1748","1622327","83866"
"blur","2012","1837726","83866"
"focus","2012","1844387","83866"
"blur","2075","1898150","83866"
"focus","2091","1930110","83866"
"blur","2535","2368327","83866"
"focus","2535","2369787","83866"
"blur","2536","2489793","83866"
"focus","2536","2494111","83866"
"blur","2542","2531375","83866"
"focus","2542","2547307","83866"
