"event","trial","time","PID"
"fullscreenenter","0","8447","76490"
"blur","319","412344","76490"
"focus","319","413934","76490"
"blur","319","492738","76490"
"focus","319","494089","76490"
"blur","926","1639660","76490"
"focus","926","1668669","76490"
"blur","926","1828988","76490"
"focus","926","1831619","76490"
"blur","926","1891863","76490"
"focus","926","1897623","76490"
"blur","1737","2743162","76490"
"focus","1737","2744586","76490"
"blur","2269","3369404","76490"
"focus","2269","3395089","76490"
"blur","2269","3522244","76490"
"focus","2269","3548500","76490"
"blur","2269","3649784","76490"
"focus","2269","3685837","76490"
