"event","trial","time","PID"
"blur","0","1826","25840"
"focus","0","11496","25840"
"fullscreenenter","0","15007","25840"
"blur","7","178775","25840"
"focus","7","179742","25840"
"blur","22","234843","25840"
"focus","26","239606","25840"
"blur","29","242324","25840"
"focus","33","246565","25840"
"blur","41","253681","25840"
"focus","45","257560","25840"
"blur","47","259376","25840"
"focus","49","261877","25840"
"blur","53","264951","25840"
"focus","57","268804","25840"
"blur","482","669360","25840"
"focus","484","671555","25840"
"blur","485","672504","25840"
"focus","490","676356","25840"
"blur","492","678862","25840"
"focus","495","683123","25840"
"blur","499","687159","25840"
"focus","504","691539","25840"
"blur","506","693716","25840"
"focus","508","695714","25840"
"blur","512","699129","25840"
"focus","516","703749","25840"
"blur","518","705250","25840"
"focus","519","707386","25840"
"blur","605","786796","25840"
"focus","609","789947","25840"
"blur","694","868053","25840"
"focus","696","869982","25840"
"blur","698","871913","25840"
"focus","702","876184","25840"
"blur","704","877692","25840"
"focus","707","880971","25840"
"blur","915","1071025","25840"
"focus","915","1089762","25840"
"blur","1176","1327365","25840"
"focus","1176","1390566","25840"
"blur","1684","1826711","25840"
"focus","1684","1835244","25840"
"blur","1684","1918669","25840"
"focus","1684","1919770","25840"
"blur","1684","1920363","25840"
"focus","1684","1934338","25840"
"blur","1684","1944730","25840"
"focus","1684","1948685","25840"
"blur","2452","2871774","25840"
"fullscreenexit","2452","2990594","25840"
"focus","2452","2992972","25840"
