"event","trial","time","PID"
"fullscreenenter","0","107862","45707"
"blur","1607","1638225","45707"
"focus","1622","1653098","45707"
"blur","1636","1665532","45707"
"focus","1640","1671086","45707"
"blur","1756","1761632","45707"
"focus","1756","1795400","45707"
"blur","1809","1838253","45707"
"focus","1811","1839057","45707"
"fullscreenexit","2575","2557282","45707"
"blur","2575","2558446","45707"
"focus","2575","2573630","45707"
"blur","2576","2579275","45707"
"focus","2576","2580277","45707"
