"event","trial","time","PID"
"fullscreenenter","0","10502","44357"
"fullscreenexit","245","419383","44357"
"blur","252","425886","44357"
"focus","255","429095","44357"
"blur","264","435377","44357"
"focus","268","438421","44357"
"blur","270","440117","44357"
"focus","272","441333","44357"
"blur","300","461504","44357"
"focus","303","463641","44357"
"blur","306","465583","44357"
"focus","308","469981","44357"
"blur","398","535284","44357"
"focus","398","536283","44357"
"blur","418","551001","44357"
"focus","420","552744","44357"
"blur","2395","2651001","44357"
"focus","2395","2654534","44357"
"blur","2395","2658092","44357"
"focus","2395","2659401","44357"
