"event","trial","time","PID"
"focus","0","0","95395"
"blur","0","951","95395"
"focus","0","3812","95395"
"blur","0","4267","95395"
"focus","0","6199","95395"
"blur","0","7061","95395"
"focus","0","7817","95395"
"blur","0","9043","95395"
"focus","0","9759","95395"
"blur","0","17518","95395"
"focus","0","193625","95395"
"fullscreenenter","0","195209","95395"
"blur","1","199520","95395"
"focus","1","202661","95395"
"blur","1","214454","95395"
"focus","1","241798","95395"
"blur","1439","1560054","95395"
"focus","1439","1576988","95395"
