"event","trial","time","PID"
"blur","0","0","62050"
"focus","0","0","62050"
"fullscreenenter","0","26034","62050"
"blur","1","47300","62050"
"focus","1","63689","62050"
"blur","2","127825","62050"
"focus","2","146791","62050"
"blur","311","466000","62050"
"focus","311","530574","62050"
"blur","311","532634","62050"
"focus","311","534494","62050"
"blur","311","536920","62050"
"focus","311","602682","62050"
"blur","595","814289","62050"
"focus","595","860257","62050"
"blur","1110","1281641","62050"
"focus","1110","1542979","62050"
"blur","1829","2193891","62050"
"focus","1839","2202322","62050"
