"event","trial","time","PID"
"fullscreenenter","0","64082","97640"
"blur","550","509996","97640"
"focus","550","533995","97640"
"blur","1071","932039","97640"
"focus","1071","1519553","97640"
"blur","1071","1520926","97640"
"focus","1071","1522819","97640"
"blur","1071","1525797","97640"
"focus","1071","1877491","97640"
"blur","1311","2067193","97640"
"focus","1311","2090182","97640"
"blur","2260","2917430","97640"
"focus","2260","2973996","97640"
"fullscreenexit","2269","3024666","97640"
