"event","trial","time","PID"
"blur","0","0","49031"
"focus","0","1238","49031"
"fullscreenenter","0","5203","49031"
"fullscreenexit","1","14150","49031"
"blur","1","16988","49031"
"focus","1","59939","49031"
"blur","930","928914","49031"
"focus","930","941255","49031"
"blur","1206","1180150","49031"
"focus","1206","1265610","49031"
"blur","1483","1511056","49031"
"focus","1483","1558636","49031"
"blur","1751","1766935","49031"
"focus","1751","1810191","49031"
"blur","1782","1834450","49031"
"focus","1784","1838050","49031"
"blur","1820","1865235","49031"
"focus","1823","1867744","49031"
"blur","2019","2020242","49031"
"focus","2019","2328291","49031"
"blur","2019","2331300","49031"
"focus","2019","2334292","49031"
"blur","2019","2335269","49031"
"focus","2019","2487342","49031"
"blur","2019","2488584","49031"
"focus","2019","2524465","49031"
"blur","2166","2641550","49031"
"focus","2166","2641801","49031"
"blur","2251","2703995","49031"
"focus","2254","2707949","49031"
"blur","2291","2760197","49031"
"focus","2291","2998905","49031"
"blur","2297","3004190","49031"
"focus","2299","3006263","49031"
"blur","2374","3062999","49031"
"focus","2377","3066140","49031"
"blur","2570","3351854","49031"
"focus","2570","3357379","49031"
