"event","trial","time","PID"
"fullscreenenter","0","6510","44266"
"blur","589","781780","44266"
"focus","593","789313","44266"
"blur","633","846528","44266"
"fullscreenexit","633","864814","44266"
"focus","633","867145","44266"
"blur","642","874664","44266"
"focus","649","882714","44266"
"blur","1040","1260694","44266"
"focus","1043","1263960","44266"
"blur","2040","2226239","44266"
"focus","2062","2251957","44266"
"blur","2279","2454585","44266"
"focus","2282","2456817","44266"
"blur","2293","2467229","44266"
"focus","2295","2470197","44266"
"blur","2305","2476430","44266"
"focus","2309","2479631","44266"
"blur","2317","2486667","44266"
"focus","2320","2489014","44266"
"blur","2523","2737016","44266"
"focus","2523","2743331","44266"
