"event","trial","time","PID"
"blur","0","3355","82950"
"focus","0","3522","82950"
"blur","0","3537","82950"
"focus","0","596928","82950"
"blur","0","1079052","82950"
"focus","0","1529020","82950"
"fullscreenenter","0","1529120","82950"
"blur","78","1676517","82950"
"focus","80","1677614","82950"
"blur","83","1679265","82950"
"focus","88","1683116","82950"
"blur","97","1691068","82950"
"focus","101","1694468","82950"
"blur","106","1699334","82950"
"focus","107","1700194","82950"
"blur","2476","3571098","82950"
