"event","trial","time","PID"
"fullscreenenter","0","28681","34414"
"blur","316","330067","34414"
"focus","316","363124","34414"
"blur","360","390256","34414"
"focus","361","392787","34414"
"blur","367","395544","34414"
"focus","368","397068","34414"
"blur","609","548968","34414"
"focus","614","552293","34414"
"blur","630","566568","34414"
"focus","630","687407","34414"
"blur","939","891264","34414"
"focus","939","895100","34414"
"blur","2257","1656819","34414"
"focus","2257","1678790","34414"
"blur","2322","1715942","34414"
"focus","2324","1718594","34414"
"blur","2528","1919735","34414"
"focus","2528","1927814","34414"
