"event","trial","time","PID"
"blur","0","17049","60322"
"focus","0","24322","60322"
"fullscreenenter","0","32287","60322"
"blur","402","451560","60322"
"focus","405","455462","60322"
"blur","409","458427","60322"
"focus","410","460839","60322"
"blur","512","553576","60322"
"focus","512","559094","60322"
"blur","1339","1272781","60322"
"focus","1342","1275589","60322"
"blur","1347","1279054","60322"
"focus","1347","1279982","60322"
"blur","1780","1636334","60322"
"focus","1780","1643345","60322"
"blur","2035","1853803","60322"
"focus","2035","1856453","60322"
"blur","2296","2234320","60322"
"focus","2296","2237221","60322"
