"event","trial","time","PID"
"blur","0","960","65289"
"focus","0","2141","65289"
"fullscreenenter","0","3948","65289"
"fullscreenexit","314","5792675","65289"
"blur","314","5794829","65289"
"focus","314","5932351","65289"
"blur","1234","8517705","65289"
"focus","1234","8543915","65289"
"blur","1505","8926037","65289"
"focus","1505","8933368","65289"
"blur","1505","8961786","65289"
"focus","1505","8962746","65289"
"blur","1505","8964880","65289"
"focus","1505","8965728","65289"
"blur","1773","9311812","65289"
"focus","1773","9315678","65289"
"blur","1810","10372497","65289"
"focus","1842","10486823","65289"
"blur","2583","11432635","65289"
"focus","2583","11436986","65289"
"blur","2585","11818553","65289"
"focus","2585","11821238","65289"
"blur","2585","11868639","65289"
"focus","2585","11876268","65289"
"blur","2585","11892204","65289"
"focus","2585","11900713","65289"
