"event","trial","time","PID"
"blur","0","0","71953"
"focus","0","7099","71953"
"fullscreenenter","0","16513","71953"
"fullscreenexit","1","34778","71953"
"blur","137","192980","71953"
"focus","141","195655","71953"
"blur","230","266131","71953"
"focus","234","269694","71953"
"blur","236","270961","71953"
"focus","240","273542","71953"
"blur","242","275521","71953"
"focus","243","277767","71953"
"blur","248","281088","71953"
"focus","251","285618","71953"
"blur","255","288871","71953"
"focus","257","292189","71953"
"blur","262","295131","71953"
"focus","265","299428","71953"
"blur","268","301735","71953"
"focus","270","304385","71953"
"blur","274","307155","71953"
"focus","277","310362","71953"
"blur","280","313123","71953"
"focus","281","314556","71953"
"blur","292","321749","71953"
"focus","293","324010","71953"
"blur","299","327231","71953"
"focus","300","329694","71953"
"blur","319","348430","71953"
"focus","319","348532","71953"
"blur","344","374533","71953"
"focus","345","375706","71953"
"blur","572","545157","71953"
"focus","577","547963","71953"
"blur","599","566554","71953"
"focus","600","570118","71953"
"blur","603","571933","71953"
"focus","604","573026","71953"
"blur","606","574316","71953"
"focus","608","576501","71953"
"blur","612","579385","71953"
"focus","613","581412","71953"
"blur","619","586245","71953"
"focus","622","589964","71953"
"blur","626","592059","71953"
"focus","627","597088","71953"
"blur","627","600903","71953"
"focus","627","691208","71953"
"blur","627","697947","71953"
"focus","627","870145","71953"
"blur","627","872728","71953"
"focus","627","873998","71953"
"blur","627","874616","71953"
"focus","627","883477","71953"
"blur","654","905323","71953"
"focus","654","906210","71953"
"blur","659","909036","71953"
"focus","660","909872","71953"
"blur","666","915760","71953"
"focus","667","917140","71953"
"blur","771","997902","71953"
"focus","772","998717","71953"
"blur","778","1002142","71953"
"focus","778","1003652","71953"
"blur","798","1019350","71953"
"focus","800","1022050","71953"
"blur","804","1024454","71953"
"focus","806","1027737","71953"
"blur","811","1031677","71953"
"focus","814","1034627","71953"
"blur","817","1037343","71953"
"focus","820","1042107","71953"
"blur","824","1045015","71953"
"focus","827","1048426","71953"
"blur","830","1050771","71953"
"focus","831","1052100","71953"
"blur","842","1059452","71953"
"focus","844","1064102","71953"
"blur","849","1066429","71953"
"focus","851","1071248","71953"
"blur","856","1074099","71953"
"focus","858","1077286","71953"
"blur","877","1092300","71953"
"focus","879","1094867","71953"
"blur","897","1109999","71953"
"focus","901","1115669","71953"
"blur","903","1117715","71953"
"focus","905","1121763","71953"
"blur","910","1124447","71953"
"focus","912","1127848","71953"
"blur","923","1135733","71953"
"focus","926","1138927","71953"
"blur","928","1140227","71953"
"focus","928","1141416","71953"
"blur","929","1142607","71953"
"focus","930","1144301","71953"
"blur","945","1157682","71953"
"focus","945","1184084","71953"
"blur","1008","1228740","71953"
"focus","1011","1230959","71953"
"blur","1013","1232261","71953"
"focus","1015","1234967","71953"
"blur","1020","1238147","71953"
"focus","1022","1240770","71953"
"blur","1032","1248223","71953"
"focus","1035","1251854","71953"
"blur","1038","1254423","71953"
"focus","1039","1257237","71953"
"blur","1045","1259990","71953"
"focus","1046","1261681","71953"
"blur","1050","1264121","71953"
"focus","1051","1265730","71953"
"blur","1058","1271992","71953"
"focus","1059","1273067","71953"
"blur","1064","1276539","71953"
"focus","1066","1280656","71953"
"blur","1068","1282342","71953"
"focus","1069","1283418","71953"
"blur","1072","1284836","71953"
"focus","1074","1287910","71953"
