"event","trial","time","PID"
"blur","0","5548","43436"
"focus","0","8297","43436"
"fullscreenenter","0","8784","43436"
"blur","381","309907","43436"
"focus","386","313475","43436"
"blur","401","327100","43436"
"focus","406","330413","43436"
"blur","617","489873","43436"
"focus","617","834915","43436"
"blur","924","1065526","43436"
"focus","924","1122771","43436"
"blur","1193","1332315","43436"
"focus","1193","1367835","43436"
"blur","1461","1568805","43436"
"focus","1461","1590717","43436"
"blur","1729","1802742","43436"
"focus","1729","1859481","43436"
"blur","1835","1933928","43436"
"focus","1838","1935825","43436"
"blur","1841","1937567","43436"
"focus","1841","1938351","43436"
"blur","1910","1985730","43436"
"focus","1911","1986820","43436"
"blur","1915","1989359","43436"
"focus","1916","1990248","43436"
"blur","1922","1993453","43436"
"focus","1922","1994227","43436"
"blur","1928","1997534","43436"
"focus","1928","1998311","43436"
"blur","1941","2008163","43436"
"focus","1943","2008825","43436"
"blur","1989","2042729","43436"
"focus","1989","2051715","43436"
"blur","2254","2241011","43436"
"focus","2254","2250017","43436"
