"event","trial","time","PID"
"fullscreenenter","0","3180","85956"
"fullscreenexit","303","318534","85956"
"blur","303","318940","85956"
"focus","303","326829","85956"
"blur","303","328394","85956"
"focus","303","342114","85956"
"blur","303","342546","85956"
"focus","303","349875","85956"
"blur","1153","1397907","85956"
"focus","1153","1430413","85956"
"blur","1669","1890596","85956"
"focus","1669","1897187","85956"
"blur","1922","2304038","85956"
"focus","1922","2329933","85956"
"blur","1922","2335109","85956"
"focus","1922","2336514","85956"
"blur","2440","2875317","85956"
"focus","2440","2880590","85956"
