"event","trial","time","PID"
"blur","0","0","60296"
"focus","0","2272","60296"
"blur","0","3160","60296"
"focus","0","4072","60296"
"blur","0","4345","60296"
"focus","0","6124","60296"
"blur","0","7470","60296"
"focus","0","116241","60296"
"blur","0","117498","60296"
"focus","0","285075","60296"
"blur","0","286042","60296"
"focus","0","580066","60296"
"blur","0","581554","60296"
"focus","0","1033680","60296"
"blur","0","1034523","60296"
"focus","0","1440892","60296"
"blur","0","1440916","60296"
"focus","0","1441166","60296"
"blur","0","1443198","60296"
"focus","0","1445780","60296"
"blur","0","1447357","60296"
"focus","0","1447820","60296"
"fullscreenenter","0","1453748","60296"
"fullscreenexit","2422","3606118","60296"
"blur","2422","3607332","60296"
"focus","2422","3610174","60296"
"blur","2423","3615715","60296"
