"event","trial","time","PID"
"blur","0","0","82750"
"focus","0","0","82750"
"blur","0","0","82750"
"focus","0","0","82750"
"fullscreenenter","0","337955","82750"
"blur","1490","4321251","82750"
"focus","1490","4323836","82750"
"blur","1490","4335940","82750"
"focus","1490","4338854","82750"
"blur","1490","4354562","82750"
"focus","1490","4369868","82750"
"blur","1490","4382430","82750"
"focus","1490","4384368","82750"
"blur","1490","4397235","82750"
"focus","1490","4465336","82750"
"blur","1490","4477623","82750"
"focus","1490","4482455","82750"
"blur","1490","4567319","82750"
"focus","1490","4576025","82750"
"blur","1490","4605174","82750"
"focus","1490","4648013","82750"
"blur","1490","4662097","82750"
"focus","1490","4722568","82750"
