"event","trial","time","PID"
"fullscreenenter","0","10560","10916"
"blur","1","15084","10916"
"focus","1","16835","10916"
"blur","1","422275","10916"
"focus","1","429600","10916"
"blur","269","836396","10916"
"focus","269","845800","10916"
"blur","677","1237770","10916"
"focus","680","1242499","10916"
"blur","1066","1660727","10916"
"focus","1066","1666371","10916"
"blur","1601","2171280","10916"
"focus","1601","2174425","10916"
"blur","1601","2176866","10916"
"focus","1601","2178397","10916"
"blur","2417","3056798","10916"
"focus","2417","3064672","10916"
