"event","trial","time","PID"
"blur","0","0","31385"
"focus","0","0","31385"
"fullscreenenter","0","10994","31385"
"blur","941","1214960","31385"
"focus","941","1223978","31385"
"blur","1496","1832304","31385"
"focus","1496","1865927","31385"
"blur","1496","1867743","31385"
"focus","1496","1916052","31385"
"blur","1496","1925758","31385"
"focus","1496","1931958","31385"
"blur","1771","2445685","31385"
"focus","1771","2448428","31385"
"blur","2048","3469253","31385"
"focus","2048","3475160","31385"
"blur","2323","3868121","31385"
"focus","2323","3871190","31385"
